"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","","","Africa-at-Large Scientists Converge in Kampala for Aids Conference","547 words"," Africa News","","",
"","","","Zimbabwe Investors Await Positive Signals From Government","454 words"," Africa News","","",
"","","","Nigeria 400 Delegates for All-Politician Summit","507 words"," Africa News","","",
"","","","Nigeria Soccer: FIFA Dumps Nigeria Again, Selects Malaysia for 1997","587 words"," Africa News","","",
"","","","Niger Niamey Resumes Relations IMF And World Bank","360 words"," Africa News","","",
"","","","Zambia Kwacha Maintains Stability","240 words"," Africa News","","",
"","","","Zambia Less Food Imports Needed, Says SADC","280 words"," Africa News","","",
"","","","Zaire Government Orders Closure of Brothels","187 words"," Africa News","","",
"","","","Nambia and Zambia Conference Warns of Possible Strife","387 words"," Africa News","","",
"","","","Cameroon Tobacco Processing Plant Opens","187 words"," Africa News","","",
"","","","Zambia Press Association Checks Press Reports on Chiluba Nationality","480 words"," Africa News","","",
"","","","Africa-at-Large People With HIV Can Survive 20 Years","414 words"," Africa News","","",
"","","","Nigeria More Crude Lifted As Threats Of Embargo Mount","520 words"," Africa News","","",
"","","","South Africa Hotel Industry Heading For Boom","307 words"," Africa News","","",
"","","","Ghana and Zimbabwe Ashanti Gold Goes For Cluff PLC","427 words"," Africa News","","",
"","","","Nigeria Six Million Suffer from Diabetes","334 words"," Africa News","","",
"","","","Nigeria Soccer: Are The Eagles Camping In Holland Or Isreal?","560 words"," Africa News","","",
"","","","Burundi U.N. Summons International Inquiry Commission","347 words"," Africa News","","",
"","","","Science, Medicine and Technology WHO to Reinforce Team in the Ivory Coast and Liberia","267 words"," Africa News","","",
"","","","Zimbabwe Mugabe Warns Against Violent Demonstrations","334 words"," Africa News","","",
"","","","Ghana FAO Boss Arrives","240 words"," Africa News","","",
"","","","Mozambique U.S. Embassy Accused Of Restricting Press Freedom","480 words"," Africa News","","",
"","","","Zimbabwe Foreigners Allowed In Reserved Areas","414 words"," Africa News","","",
"","","","South Africa Higher Growth Rate Needed","320 words"," Africa News","","",
"","","","Africa-at-Large Conflict Management Body Meets Behind Closed Doors","334 words"," Africa News","","",
"","","","Africa-at-Large Commission Meets On Human Rights","347 words"," Africa News","","",
"","","","Cape Verde Ruling Party Wins An Absolute Majority","267 words"," Africa News","","",
"","","","Niger Rebels Call for Investigation into Death of Tuareg Leader","414 words"," Africa News","","",
"","","","Nigeria Abacha Warns of 'Re-Balkanisation' of Africa","640 words"," Africa News","","",
"","","","Senegal Africa Left Behind By Information Highways","454 words"," Africa News","","",
"","","","Mozambique Anti-Sexually Transmited Disease Drive Praised","360 words"," Africa News","","",
"","","","Zimbabwe Higher Tobacco Exports Expected","454 words"," Africa News","","",
"","","","Angola Two Ebola Cases Confirmed a","360 words"," Africa News","","",
"","","","Uganda AIDS Hits African Youths Hardest, Amid Hopeful Signs","787 words"," Africa News","","",
"","","","Mozambique Government Denies Allegations of Corruption","547 words"," Africa News","","",
"","","","Zambia Chiluba Set to Retain MMD Leadership","707 words"," Africa News","","",
"","","","Eritrea Ethiopia Mediates Eritrea-Yemen Dispute","400 words"," Africa News","","",
"","","","Zambia Fight-Starved Boxers Ask for Street Fights","560 words"," Africa News","","",
"","","","Zimbabwe Traditionalists Defend Marijuana Use","654 words"," Africa News","","",
"","","","South Africa Dogs To Fight Trafficking","294 words"," Africa News","","",
"","","","Zimbabwe Inflation Soars to 26 Percent","294 words"," Africa News","","",
"","","","Zimbabwe High HIV Infection Reported","334 words"," Africa News","","",
"","","","Nigeria Magazine Sues Nigerian Government Over Alleged Harassment","387 words"," Africa News","","",
"","","","Zambia Chiluba Blames African Coups On Lack Of Education","387 words"," Africa News","","",
"","","","Africa-at-Large Weekly Press Review","707 words"," Africa News","","",
"","","","Africa-at-Large Weekly Press Review","1120 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Leone Stars Ready to Play","574 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Nigerians Are Top Dogs In Group C","707 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Zairean Football Rocked By Crisis","200 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: The South African Enigma","520 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Of Clubs And National Teams","387 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Fears of Boycott Over, But Trauma Lingers On","987 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Ivorian Elephants End Home Training","627 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Ivorian Still Tops Scorers' Chart","334 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: The Missing Giants Morocco","427 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Ivorians Hold Consecutive Record","387 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Ivorian 'Elephants' Off to French Camp","760 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Eleven Pros Join Zairean Team","267 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Abdoulaye Traore, The Enigma","654 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Burkina Faso's "Stallions" Receive Support","280 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Nigeria Pulls Out","774 words"," Africa News","","",
"","","","Africa-at-Large Nations Cup: Nigeria Risks World Soccer Limbo","814 words"," Africa News","","",
"","","","Africa-at-Large Lest Africans Forget","1374 words"," Africa News","","",
"","","","Africa-at-Large Summary of African Events in 1995","40574 words"," Africa News","","",
"","","","Africa-at-Large South Africa Club Ready for Ivorians","920 words"," Africa News","","",
"","","","Business South African Inflation Falls and May Stay Down","774 words"," Africa News","","",
"","","","Business Electric Car Hits the Road in South Africa","1174 words"," Africa News","","",
"","","","Arts World Music: From Zouk to Mbalax","1120 words"," Africa News","","",
"","","","Business Colour Not Only Issue in South African Newspaper Ownership","1440 words"," Africa News","","",
"","","","South Africa Government Delays Western Sahara Recognition","907 words"," Africa News","","",
"","","","Rwanda Investigator To Receive Reebok Award","1174 words"," Africa News","","",
"","","","Uganda Museveni Says Kenyan Leader Fears Revolution","907 words"," Africa News","","",
"","","","Sudan and Uganda Is The Ugandan Army Fighting In Sudan?","1400 words"," Africa News","","",
"","","","Africa-at-Large Independent and Mainstream Churches Seek Unity","1747 words"," Africa News","","",
"","","","Africa-at-Large Controversy No Deterrent To Contraceptive Users","1720 words"," Africa News","","",
"","","","Tunisia Country Offers to Host Euro-Mediterranean Meeting","226 words"," Africa News","","",
"","","","Tunisia Prime Minister Presents 1996 Budget","227 words"," Africa News","","",
"","","","Business Merger Creating New Tobacco Giant Leaves Questions","680 words"," Africa News","","",
"","","","Africa-at-Large New Moves to Change Africa's State-Owned Utilities","1280 words"," Africa News","","",
"","","","Comores and South Africa Political Turmoil Continues in Holiday Isles","467 words"," Africa News","","",
"","","","South Africa Mandela Retains Taiwan Ties","1507 words"," Africa News","","",
"","","","Somalia Supplies Airlifted to Mogadishu","227 words"," Africa News","","",
"","","","Nigeria and South Africa Archbishop Tutu Demands Sanctions","867 words"," Africa News","","",
"","","","Ghana Christians and Muslims Clash in Kumasi","507 words"," Africa News","","",
"","","","Rwanda UN Troops Ordered To Leave","1920 words"," Africa News","","",
"","","","Kenya Opposition Parties Launch Alliance","280 words"," Africa News","","",
"","","","Sudan and South Africa Catholic Body Probing Arms Deal","1054 words"," Africa News","","",
"","","","Malawi Women Call For Gender Sensitive Policy","827 words"," Africa News","","",
"","","","South Africa Archbishop Tutu To Head Truth Commission","800 words"," Africa News","","",
"","","","Uganda Anglican Archbishop Censures Men","494 words"," Africa News","","",
"","","","Nigeria and South Africa Countries Quarrel Over Human Rights","1067 words"," Africa News","","",
"","","","Zimbabwe Bishops Warn Government On Health Budget","547 words"," Africa News","","",
"","","","Rwanda Extension Of UN Presence Requested","414 words"," Africa News","","",
"","","","Zaire Hopes For New Diplomatic Ties With Belgium","480 words"," Africa News","","",
"","","","Business Government Advised to Write Off Farmers' Debt","600 words"," Africa News","","",
"","","","Business Drought Relief Food Demand Drops","387 words"," Africa News","","",
"","","","Zambia Journalists' Trip To Zaire Won't Clear Image","1094 words"," Africa News","","",
"","","","Zambia Human Rights Added To School Curricula","267 words"," Africa News","","",
"","","","Zambia State House Sets Up Fact Finding Mission to Zaire","1280 words"," Africa News","","",
"","","","Zambia Now FTJ Chiluba Breaks Silence Over His Origin","960 words"," Africa News","","",
"","","","Zambia Controversy Over Chiluba's Nationality","1654 words"," Africa News","","",
"","","","Zambia Party Says Sacrifices Difficult To Justify","854 words"," Africa News","","",
"","","","United States and Africa Angolan President Asks U.S. Firms to Invest and Trade","2427 words"," Africa News","","",
"","","","Arts The Magic Flute in an African Setting","547 words"," Africa News","","",
"","","","Arts and Aids Cinema: Toe-tapping Aids Musical","507 words"," Africa News","","",
"","","","Arts and Aids New Exhibits Explores 'Living with Aids'","1120 words"," Africa News","","",
"","","","South Africa Constitution Writing Fans Gender Debate","1320 words"," Africa News","","",
"","","","Business 'A Day in the Life of Cyberspace' Planned for February","787 words"," Africa News","","",
"","","","Business South African Gold Giant Goes International","1547 words"," Africa News","","",
"","","","Science Mandela Administration Sychronizes Data Watches and Computers","627 words"," Africa News","","",
"","","","Business Foreign investment in South Africa Keeps Rising","720 words"," Africa News","","",
"","","","South Africa Apartheid-Era Civil Servants Weigh Heavy on the Budget","667 words"," Africa News","","",
"","","","South Africa Cabinet Minister Buthelezi Was Nearly Arrested With General","920 words"," Africa News","","",
"","","","Zambia Apathy Slows Start of Voter Registration","427 words"," Africa News","","",
"","","","Zambia Column: Race for Ruling Party VP Heats Up","760 words"," Africa News","","",
"","","","Business Measures to Boost Zambian Stock Issues and Safeguard Deposits","1054 words"," Africa News","","",
"","","","South Africa Rugby Coaching Change Goes Smoothly","640 words"," Africa News","","",
"","","","Africa-at-Large Orlando Pirates Face Asec Mimosa in Soccer Chjampions Cup Round","574 words"," Africa News","","",
"","","","South Africa German Team Poses a Big Soccer:Test","547 words"," Africa News","","",
"","","","Business Cape Town Paper's First Black Editor Plans Upmarket Growth","880 words"," Africa News","","",
"","","","Business Cyber-Fraud Catches On Worldwide","694 words"," Africa News","","",
"","","","Business South Africa's Engen Exploring West Africa","627 words"," Africa News","","",
"","","","Business Black Participation In Corporate South Africa On The Rise","1360 words"," Africa News","","",
"","","","Business Can Capital Inflow Sustain South African Growth?","1174 words"," Africa News","","",
"","","","Arts South Africa's Musical Madiba Abdullah Ibrahim","867 words"," Africa News","","",
"","","","Nigeria and South Africa Mandela Mantel Under Fire","414 words"," Africa News","","",
"","","","Nigeria Nigeria's Golden Egg Left To Rot","600 words"," Africa News","","",
"","","","Rwanda Tribunal Issues First Genocide Indictments","1014 words"," Africa News","","",
"","","","Business Unions Resist South Africa's Privatisation Plans","614 words"," Africa News","","",
"","","","Africa-at-Large What Is South Africa's Pro-Democracy Role?","600 words"," Africa News","","",
"","","","Africa-at-Large South Africa Becomes HQ For Dissidents","1320 words"," Africa News","","",
"","","","South Africa Clarification","106 words"," Africa News","","",
"","","","South Africa How A Young White Couple Bombed A Nuclear Power Plant For The ANC","2374 words"," Africa News","","",
"","","","Business Zambia Records Budget Surplus","334 words"," Africa News","","",
"","","","Zambia River Usage By Neighbours To Be Restricted","414 words"," Africa News","","",
"","","","United States and Africa Black Leaders Ask Clinton To Boycott Nigerian Oil","960 words"," Africa News","","",
"","","","South Africa Mandela On Foreign Relations And Support For ANC","440 words"," Africa News","","",
"","","","Business U.S.-Backed Black Investment Firm Gets Joburg Listing","520 words"," Africa News","","",
"","","","Zambia Donors Tie Aid to Good Governance","680 words"," Africa News","","",
"","","","Africa-at-Large Soccer: Zambia Wins Southern Africa Tourney","440 words"," Africa News","","",
"","","","Zambia Paris Club Donors Pledge $850m","440 words"," Africa News","","",
"","","","Science, Medicine, and Technology Zambia British Ornithologist Still Missing","520 words"," Africa News","","",
"","","","AIDS Conference in Kampla","920 words"," Africa News","","",
"","","","Science, Medicine and Technology Attack Of Deadly Ebola Confirmed In Refugee","587 words"," Africa News","","",
"","","","Angola Catholic Media Set To Return","814 words"," Africa News","","",
"","","","Sudan Group Proposes Peace Radio","547 words"," Africa News","","",
"","","","Burundi Hutu Official And Son Murdered In Bujumbura","1680 words"," Africa News","","",
"","","","Rwanda AID Agencies Expelled As Dispute With UN Continues","827 words"," Africa News","","",
"","","","Egypt President Appoints Christians To Parliament","640 words"," Africa News","","",
"","","","Nigeria Anglican Leaer Asks Abacha To Step Down","1000 words"," Africa News","","",
"","","","Ethiopia No Trees For Christmas Among Ethiopian Christians","840 words"," Africa News","","",
"","","","Africa-at-Large A Meetign With An Indigenous African Church","1360 words"," Africa News","","",
"","","","Africa-at-Large Media: The Story About Ordinary Africa","1067 words"," Africa News","","",
"","","","Tanzania Celebrating An African Christmas","1120 words"," Africa News","","",
"","","","Tunisia World Bank Aides Sees Good Progress on Privatization","186 words"," Africa News","","",
"","","","Business General Electric To Build Tunisian Power Plant","187 words"," Africa News","","",
"","","","United States and Africa U.S. Official Visits Tunis for Top Level Talks","320 words"," Africa News","","",
"","","","Tunisia Child Vaccination Reaches Most Under Fives","146 words"," Africa News","","",
"","","","Zambia Court Rules in Favor of Post","987 words"," Africa News","","",
"","","","Zambia Director of Elections Admits Publicity Is Lacking","427 words"," Africa News","","",
"","","","Zambia President Chiluba retains the MMD Leadership","307 words"," Africa News","","",
"","","","South Africa Country Gets a Rugby Cup, Players Get Cuts","1694 words"," Africa News","","",
"","","","South Africa Golf:Stuck in the Rough With Turmoil Over Tours","907 words"," Africa News","","",
"","","","South Africa Not a Bad Year for Tennis","894 words"," Africa News","","",
"","","","South Africa Readying for Cape-to-Rio Sail","574 words"," Africa News","","",
"","","","South Africa Soccer Administration Under Scrutiny","894 words"," Africa News","","",
"","","","Arts and Culture Mandela Book Leads South Africa's 1995 List","947 words"," Africa News","","",
"","","","Arts and Culture Mandela Government to Produce Policy Paper","2000 words"," Africa News","","",
"","","","Arts and Culture Jazz CD of then Year: Ronald Atkins","307 words"," Africa News","","",
"","","","Business Press to Create More Jobs in South Africa","1094 words"," Africa News","","",
"","","","South Africa Political Parties Hold Support in 1995","1187 words"," Africa News","","",
"","","","South Africa Violence Down, But KwaZulu Killings Rekindle Concern","294 words"," Africa News","","",
"","","","South Africa and Nigeria Shell Boycott Fails to Gain Ground","707 words"," Africa News","","",
"","","","South Africa Stoppage Signals Strains Between Labour and Government","907 words"," Africa News","","",
"","","","South Africa Taking Stock of the Mandela Era After 600 days","4667 words"," Africa News","","",
"","","","Science, Medicine, and Technology Ebola Infection in Ctte d'Ivoire and Liberia:","414 words"," Africa News","","",
"","","","Zambia Group Criticizes Editor's Letter to the President","827 words"," Africa News","","",
"","","","Zambia Editor Challenges President on Attacks","1534 words"," Africa News","","",
"","","","Zambia Former President Kaunda Is Puzzled by Ruling Party Stance","654 words"," Africa News","","",
"","","","Zambia Parties Fail to Meet on Voter Registration","440 words"," Africa News","","",
"","","","Business Zambia Mining Company Sale Delay Said To Be Political","520 words"," Africa News","","",
"","","","Zambia The President Admits He Changed His Name","774 words"," Africa News","","",
"","","","South Africa Mandela Message an Appeal for Unity","374 words"," Africa News","","",
"","","","Western Sahara UN Security Council Welcomes Efforts to Resolve Obstacles","2294 words"," Africa News","","",
"","","","South Africa ANC Youth Welcome Test Results","547 words"," Africa News","","",
"","","","Burundi United Nations Raises Alarm","987 words"," Africa News","","",
"","","","Burundi Boutros-Ghali Calls Upon Council to Act","947 words"," Africa News","","",
"","","","Tunisia President's New Year Speech","987 words"," Africa News","","",
