"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; Zimbabwe Supports Ban on Anti-Personnel Landmines","387 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; Closing Statement to Africa Landmines Conference","800 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission Rights Violations Hearing Mooi;River","840 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Times Manager Told To Return To Court May 28","200 words"," Africa News","","",
"","","","Egypt; Rights Groups Seek Release of Egyptian Professor","1360 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Gabonese Uranium Company To Close","805 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Tunisia Welcomes End Of Crisis In Kinshasa","294 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Accra Wants U.S. Diplomat Recalled","400 words"," Africa News","","",
"Paul Ejime,, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;Liberian Elections Shifted To July 19","654 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Man Fleeing Tax Collectors Bitten Dead By Snake","320 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Salim Hopeful Of Third Term In O.A.U. Office","640 words"," Africa News","","",
"Panafrican News Agency","","","South Africa;South Africa Starts Destroying Land Mines","360 words"," Africa News","","",
"Panafrican News Agency","","","Congo (Kinshasa);Museveni Advises Kabila To Maintain Majority In Cabinet","574 words"," Africa News","","",
"The Africa Fund (New York)","","","United States and Africa; Two Massachusetts Cities Join Nigerian Ban","480 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Journalists Acquitted on Secrets Charges","614 words"," Africa News","","",
"International Committee of the Red Cross","","","Congo (Kinshasa); ICRC Resumes Activities in Congo (former Zaire)","947 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Lassa fever in Sierra Leone","454 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Blacks, coloureds stake claims to power in party","480 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Was it a plot? The burning question TRC has to answer","520 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Trojan Horse youth shot in back","894 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Ugly truth behind city's beauty shocks Boraine","560 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;South Africa: Footwear imports controls imminent","600 words"," Africa News","","",
"Peter Goosen, Cape Argus (Cape Town)","","","Business and Finance;The battle for Constantia's land riches","2187 words"," Africa News","","",
"Peter Goosen, Cape Argus (Cape Town)","","","Business and Finance;Cape Town's Constantia land plan approved","694 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","Sports - General;R2-m threat to world fencing champs","347 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;New weapons in the war on crime (Editorial)","534 words"," Africa News","","",
"Ashley Smith, Cape Argus (Cape Town)","","","South Africa;Nat doubts grow on Flats","854 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Govt challenged to prove war pay-outs","960 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Namibia eases exchange controls","400 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;Slight drop in tourist figures","320 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;President Nujoma in the US","280 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Battle for top Swapo post hots up","934 words"," Africa News","","",
"International Confederation of Free Trade Unions (ICFTU)","","","Malawi; Civil service strike ends in Malawi","494 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Gabonese Uranium Company To Close","387 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Tunisia Welcomes End Of Crisis In Kinshasa","294 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Accra Wants U.S. Diplomat Recalled","400 words"," Africa News","","",
"Paul Ejime,, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;Liberian Elections Shifted To July 19","654 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Man Fleeing Tax Collectors Bitten Dead By Snake","320 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Salim Hopeful Of Third Term In O.A.U. Office","640 words"," Africa News","","",
"Panafrican News Agency","","","South Africa;South Africa Starts Destroying Land Mines","360 words"," Africa News","","",
"Panafrican News Agency","","","Congo (Kinshasa);Museveni Advises Kabila To Maintain Majority In Cabinet","574 words"," Africa News","","",
"David Nthengwe, Media Institute of Southern Africa (MISA)","","","South Africa; Mandela Attacks White South African Press","627 words"," Africa News","","",
"Ntsiki Zulu, Media Institute of Southern Africa (MISA)","","","Swaziland; MISA Swaziland Concerned About Media War Of Words","587 words"," Africa News","","",
"Bobby Windsor, Mail And Guardian (Johannesburg)","","","Sports - General;'We could kick and punch with abandon...'","1187 words"," Africa News","","",
"Steve Morris, Mail And Guardian (Johannesburg)","","","Sports - General;Missing the lock combination","1294 words"," Africa News","","",
"Richard Williams, Mail And Guardian (Johannesburg)","","","Sports - Soccer;Proud stranger struts off soccer's stage","1174 words"," Africa News","","",
"Mick Cleary, Mail And Guardian (Johannesburg)","","","Sports - General;Lethal little predator the Boks dread","1040 words"," Africa News","","",
"Andrew Muchineripi, Mail And Guardian (Johannesburg)","","","Sports - Soccer;Soccer","1187 words"," Africa News","","",
"Shaun De Waal, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Books: M-Net title-fight","1040 words"," Africa News","","",
"Libby Young, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Textbooks on Web","614 words"," Africa News","","",
"Phillip Brooks, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;South Africa Goes Selling to Cannes","680 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;SABC's New Drama 'The Principal'","600 words"," Africa News","","",
"Charl Blignaut, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Cultural detour to Harvard","1707 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Fast forward for film in SA","1507 words"," Africa News","","",
"Gary Younge, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Stealing beauty from Africa","480 words"," Africa News","","",
"Charl Blignaut, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Dorfman & Berkoff -- Enter two legends","587 words"," Africa News","","",
"Glynis O'Hara, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;EMI admits payola","560 words"," Africa News","","",
"Stuart Hess, Mail And Guardian (Johannesburg)","","","Business and Finance;Black business reaches for the sky","907 words"," Africa News","","",
"Ferial Haffajee, Mail And Guardian (Johannesburg)","","","Business and Finance;Who wants what in this year's SA wage negotiations","1387 words"," Africa News","","",
"Ferial Haffajee, Mail And Guardian (Johannesburg)","","","Business and Finance;Union investment pays off","854 words"," Africa News","","",
"Richard Saunders, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Closing the trade gap?","1774 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South African Business Barometer","520 words"," Africa News","","",
"Madeleine Wackernagel, Mail And Guardian (Johannesburg)","","","Business and Finance;'Openness - the only way to go'","440 words"," Africa News","","",
"Mungo Soggot, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Delay in fuel fund probe","440 words"," Africa News","","",
"Chris Gordon, Mail And Guardian (Johannesburg)","","","Business and Finance;Unita's diamond bargain","1000 words"," Africa News","","",
"Ellen Bartlett, Mail And Guardian (Johannesburg)","","","Science and Health;King of worms makes a dainty dish","1680 words"," Africa News","","",
"Shaun de Waal, Mail And Guardian (Johannesburg)","","","Southern Africa;Out of the closet, into the firing line","1400 words"," Africa News","","",
"Seth Nthai, Mail And Guardian (Johannesburg)","","","South Africa;Provincial police a spent force (Commentary)","1014 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;Weighing up a weak opposition","1814 words"," Africa News","","",
"Angella Johnson, Mail And Guardian (Johannesburg)","","","South Africa;Expert's verdict not so rosy","454 words"," Africa News","","",
"Joe Thloloe, Mail And Guardian (Johannesburg)","","","South Africa;Real change on track at TV News (Commentary)","1360 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Zimbabwe;No escape from history","360 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Hiding behind race (Editorial)","894 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Principal with a zest for the job","1814 words"," Africa News","","",
"Dawn Blalock, Mail And Guardian (Johannesburg)","","","South Africa;School sows division in Sophiatown","707 words"," Africa News","","",
"Stefaans BrUmmer, Mail And Guardian (Johannesburg)","","","South Africa;Double profit on landmines","747 words"," Africa News","","",
"Ann Eveleth, Mail And Guardian (Johannesburg)","","","South Africa;Call to delay new schools curriculum","694 words"," Africa News","","",
"Mahmood Mamdani, Mail And Guardian (Johannesburg)","","","South Africa;Naive SA must not adopt missionary position (Commentary)","1427 words"," Africa News","","",
"Chris McGreal, Mail And Guardian (Johannesburg)","","","Congo (Kinshasa);Kabila's victory brings a new stability to Africa","1734 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;Concerns grow over 'Africanist cabal'","1080 words"," Africa News","","",
"Mungo Soggot, Mail And Guardian (Johannesburg)","","","South Africa;Warning shot fired over Corvettes","560 words"," Africa News","","",
"Tangeni Amupadhi, Mail And Guardian (Johannesburg)","","","South Africa;Deaths at police hands are rising","960 words"," Africa News","","",
"Jim Day, Mail And Guardian (Johannesburg)","","","Science and Health;South Africa: Zuma's remarkable road to recovery","2587 words"," Africa News","","",
"Eddie Koch, Mail And Guardian (Johannesburg)","","","South Africa;Last voice of an ancient tongue","2227 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;A new-look Roelf","907 words"," Africa News","","",
"Peta Thornycroft, Mail And Guardian (Johannesburg)","","","South Africa;Why minister axed her housing boss","1987 words"," Africa News","","",
"Liz Bernstein, Conference Towards a Landmine-Free Africa","","","Africa-at-Large; OAU Conference On Landmines Ends With A Big Bang","1027 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; UNSG Statement to Africa Landmines Conference","1214 words"," Africa News","","",
"International Committee of the Red Cross","","","Africa-at-Large; ICRC Appeals for Help for Landmine Victims","4320 words"," Africa News","","",
"UN High Commission for Refugees","","","Congo (Kinshasa); UNHCR Moving Into New Phase in Congo","1187 words"," Africa News","","",
"Amnesty International","","","Zimbabwe; Amnesty Sends Appeal To Mugabe","3800 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;City deserves Games, says Algeria's IOC member","707 words"," Africa News","","",
"Peter Goosen, Cape Argus (Cape Town)","","","South Africa;Residents bitter over sale of Retreat houses","574 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;I & J wants to be the big fish","680 words"," Africa News","","",
"Archie Henderson, Cape Argus (Cape Town)","","","Sports - Soccer;Bafana step into the lions' den","907 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","Arts and Entertainment;Jabu Khanyile: taking music world by storm with happy sound","1174 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;5 000 new police to hit the streets within a year","947 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Roaming the streets (Editorial)","440 words"," Africa News","","",
"Jaimie Seaton, Cape Argus (Cape Town)","","","South Africa;SA to host new Ulster peace bid","534 words"," Africa News","","",
"Charlene Clayton, Property Editor and Political Staff, Cape Argus (Cape Town)","","","South Africa;Sacking fuels housing furore","814 words"," Africa News","","",
"Noel Khulase, African Eye News Service (South Africa)","","","South Africa;Boy (17) to undergo psychiatric observation for alleged double-;rape charges","227 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Man appears for killing suspected witch","294 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Six cops appear for revenge attack","707 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Minster to be fired and deputy speaker re-tested for licenses","707 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Business and Finance;Nelspruit business demands meeting with Phosa on border crisis","387 words"," Africa News","","",
"Jabu Matsebula, African Eye News Service (South Africa)","","","Swaziland;Swaziland may scrap ESKOM power line","374 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","Business and Finance;Aluminium stolen from Zambian importer","280 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Parties to subpoena Phosa unless he releases report","774 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Low income housing development to be turned into a city","347 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;ANC membership set to plummet because of stance on borders","1080 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mabona dodges corruption allegations","667 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Police defy order to move headquarters - Mabona","560 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;'Ignorant' government starves arts and culture","520 words"," Africa News","","",
"Africa News Service","","","United States and Africa; Summary: The African Growth and Opportunity Act (H.R.;1432)","1320 words"," Africa News","","",
"Jim Cason, Africa News Service","","","United States and Africa;House Panel Approves Africa Trade Investment Act","400 words"," Africa News","","",
"Jim Cason, Africa News Service","","","United States and Africa;Seven Members of Congress Visiting Congo","214 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa;","360 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 36","4720 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 21 - Africa (05/23)","3094 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - Soccer;Ethiopian Youth Fails to Enter the Finals","374 words"," Africa News","","",
"Dr Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of 20th Century Ethiopia, Part 19","1374 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Sectarian Disturbances Engulf Arba Minch","294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Addis Plots Fail to Attract Bidders","254 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia, Libya Identify Sectors of Cooperation","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Chinese Sign Agreement to Complete Kalub Gas Wells","214 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia Insurance Company Nets 1996 Profit","160 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Nigerian Businessmen Meet Meles","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethio-Japan Air Service Agreement Signed","200 words"," Africa News","","",
"B. Maniotes, Addis Tribune (Addis Ababa)","","","Ethiopia;International School Theatre Festival","827 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;The Man Who Boosted Trade Between Ethiopia and France","1787 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Striking Shopkeepers Face Eviction or Pardon","894 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;It is Coffee-Boom Time Again!","1467 words"," Africa News","","",
"Gwen Lister, The Namibian (Windhoek)","","","Namibia;Hard Fight Expected For Swapo VP Post","1147 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Govt 'shooting itself in foot' on West Caprivi Park","787 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Prime Minister Geingob to do a Ph.D","307 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Botswana;Botswana gets tanks but denies 'military build-up'","880 words"," Africa News","","",
"Panafrican News Agency","","","Namibia;Nujoma Decries Reliance On Handouts","547 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Southern Africa Development Communication Centre Launched","614 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundi Resubmits Request For UN Tribunal","427 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Foreigners Keep Harare Stock Exchange Alive","547 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambia Pledges To Assist PANA's Reform Programme","574 words"," Africa News","","",
"Panafrican News Agency","","","Ethiopia;Computer Network System For Ethiopian News Agency","494 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Congo;South African Aid For Congo","334 words"," Africa News","","",
"Panafrican News Agency","","","Congo;UN Informed Of Zaire's New Name","387 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Phosa to announce anti-corruption steps","720 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Bushbuckridge 'million man march' appeals to Mandela","374 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","Business and Finance;Maputo Corridor work could begin by December","320 words"," Africa News","","",
"Lucky Ngomane, African Eye News Service (South Africa)","","","South Africa;Turning stolen pipes into three-legged pots","240 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;MEC pre-empts corruption report by resigning","814 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Deputy president Mbeki allegedly intimidates ANC rebels","974 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Peace returns to Bushbuckridge after shootings","600 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Phosa announces clean sweep of law enforcement","694 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Insurance salesman keeps girl as sex slave - police","347 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Bantu Holomisa accuses ANC of 'pawning' state assets","560 words"," Africa News","","",
"our APS Correspondent, All Africa Press Service","","","Sierra Leone;Will The Peace Hold In Sierra Leone?","1747 words"," Africa News","","",
"APS Writer Osman Njuguna, All Africa Press Service","","","Africa-at-Large;From Religious Intolerance To Co-Existence","2054 words"," Africa News","","",
"Jane Gitau, All Africa Press Service","","","Africa-at-Large;Christian AID Battles for the Poor","2094 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Educate Workers On Media Ethics, Churches Told","587 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Kenyan Churches Press For Electoral Reforms","1214 words"," Africa News","","",
"All Africa Press Service","","","Zambia;Zambian Catholics Lobby For Women Empowerment","774 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Good News For Uganda's Karimojong","814 words"," Africa News","","",
"All Africa Press Service","","","Cameroon;Cameroon's Opposition Wants Elections Annulled","747 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Nigeria Warned Of Explosive Aids Spread","534 words"," Africa News","","",
"All Africa Press Service","","","Zaire;From Jungle Guerrilla To Statesman","1107 words"," Africa News","","",
"All Africa Press Service","","","Algeria;Polls For Peace In Algeria","1160 words"," Africa News","","",
"All Africa Press Service","","","Swaziland;Swazi Government Bans Trade Unions","827 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Time To Reconstruct Africa","1107 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;News in Brief (May 26)","1520 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Greece & Turkey ready to consolidate Ethiopia ties","374 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Sino-Ethiopian cooperation agreement signed","480 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (05/19 - 05/25)","1187 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; IFP and NP Meeting In Kwazulu/Natal Today","200 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Nats on 'Tidal Wave Of Illegal Immigrants'","880 words"," Africa News","","",
"International Confederation of Free Trade Unions (ICFTU)","","","Swaziland;Swazi Government suspends trade unions","520 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","Arts and Entertainment;Thieves rob South Africa of its cultural heritage","947 words"," Africa News","","",
"Joseph Aranes and William-Mervin Gumede, Cape Argus (Cape Town)","","","South Africa;Nine-hour search of Pollsmoor yields no guns","507 words"," Africa News","","",
"Gorry Bowes-Taylor, Cape Argus (Cape Town)","","","South Africa;Muzi Kuzwayo: a keen eye for creating praise lines","1134 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Cosatu confident strike will go ahead next week","574 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The silence around Billy Cobbett (Editorial)","440 words"," Africa News","","",
"Johan Schronen, John Yeld and Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Vlakplaas link for car death cops","680 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Democratic Party calls for investigation into deputy speaker","627 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Farm labourer treated for shock after finding body","320 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Lift club for drunk driver goes horribly wrong","360 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mabona sacked but says he'll fight Moldenhauer Report","1400 words"," Africa News","","",
"Jabu Matsebula, African Eye News Service (South Africa)","","","Business and Finance;AFCOM 97: Africa needs hi-tech industry to avoid dumping","440 words"," Africa News","","",
"Panafrican News Agency","","","Sierra Leone;Kofi Annan Distressed By Coup In Sierra Leone","374 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Zimbabwe Develops Bee-Keeping Ventures","414 words"," Africa News","","",
"Panafrican News Agency","","","Sierra Leone;Africa Deplores Coup In Sierra Leone","747 words"," Africa News","","",
"Panafrican News Agency","","","Northern Africa;Maghreb States Move To Safeguard Water","280 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ghana Urges Cooperation To Increase Competitiveness","614 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sierra Leone;No Nigerian Soldier Killed In Sierra Leone Coup","960 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Journalists Have to Scramble At OAU Session","280 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;More Members Pay Arrears To O.A.U.","680 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Tanzania Expects 50% Reduction In Harvests","307 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Sierra Leone;South Africa Slams Sierra Leone Coup","360 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Fifa Releases U-17 World Cup Draw","480 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;O.A.U. Urges EU To Review ACP Debts","654 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;African Bank Says It Raised Net Income in 1996","760 words"," Africa News","","",
"Panafrican News Agency","","","Sierra Leone;Rawlings Meets Ministers, Army Chiefs Over Sierra Leone","574 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sierra Leone;Nigerian Says West African Countries May Act","947 words"," Africa News","","",
"United Nations","","","Sierra Leone; Annan Distressed Over Sierra Leone Coup","334 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Tunisia; Violence Against Women in Tunisia","867 words"," Africa News","","",
"Shaun Johnson, editor, Cape Argus (Cape Town)","","","Sports - General;The Olympic Bid: Time is Short","4734 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Sports - General;South Africa's Olympic opportunity (Editorial)","480 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;South Africa's asset swaps in the pipeline, says Pike","574 words"," Africa News","","",
"William-Mervin Gumede, Cape Argus (Cape Town)","","","South Africa;Beefing up the security of the nation","2627 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Cape Town's 100 days war starts today","974 words"," Africa News","","",
"South African Municipal Workers Union (SAMWU)","","","Business and Finance;","707 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Opposition parties denied access to Moldenhauer Report","414 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Politicians play truant from Mpumalanga Legislature","547 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Bushbuckridge civil servants ignore order to return to work","680 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;Tourism boom expected for Mpumalanga","2974 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Final curtain yet to fall in 'Ottogate' case","720 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Amnesty International Criticizes African Body Over Rights","864 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambia Steps Up Anti-Mines Campaign","347 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;ADB Staff Demand Better Pay and Perks","520 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;Disagreement Persists Over ADB New Capital Structure","707 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;African Development Bank Board Ends Meeting","267 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Sierra Leone;Nigeria Said To Plan Two-pronged Option On Sierra Leone","547 words"," Africa News","","",
"Panafrican News Agency","","","Congo (Kinshasa);Bamako Recognizes Kabila's Government","520 words"," Africa News","","",
"Felix Njoku, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;U.S. Says Countries Should Help Congo","840 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - Soccer;Ethiopia Soccer Team to Play against Morocco","200 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - Soccer;Players of Ethiopian Youth Team get 5,500 birr Each","454 words"," Africa News","","",
"Dr. Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of Early Twentieth Century Ethiopia, Part 20","1347 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Air Service Agreement Signed by Ethiopia, Kuwait","160 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Derg Executed 39 Youths, Say Witnesses","320 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Two Addis Statues on Repair","240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Photographic Exhibition Opens at Alliance Francaise","560 words"," Africa News","","",
