"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Ethiopian News Agency","","","Ethiopia;The Week in Brief","654 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;40 million Ethiopians live in malaria prone areas","467 words"," Africa News","","",
"Seifu Mahifere, Ethiopian News Agency","","","Africa-at-Large;Meeting Convened to Examine Inter-African Cooperation on Labour","614 words"," Africa News","","",
"Asfaw Gemmeda, Ethiopian News Agency","","","Science and Health;Ethiopia monitors seismic activity to tackle earthquake","507 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Business and Finance;Waltons set to post gloomy results","627 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Calling last round not the answer (Editorial)","414 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Leslie McKenzie: voice of experience on people's wavelength","974 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Singer's Olympic Fever is catching","267 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Inkatha MPs join Cape Town Games bid support group","374 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;Storm cloud over tourist voyages to Robben Island","414 words"," Africa News","","",
"William-Mervin Gumede, Cape Argus (Cape Town)","","","South Africa;ANC challenging Western Cape's constitution","534 words"," Africa News","","",
"Asheley Smith and Johan Schronen, Cape Argus (Cape Town)","","","South Africa;Police, army patrol Flats in bid to curb gang wars","534 words"," Africa News","","",
"Andrea Weiss and Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;Cape Town's Roads of Death","600 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Sudan; Sudanese Rights Group Protests Torture Cases","907 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Nigeria Launches Central Securities Clearing System;by Goddy Ikeh, PANA Correspondent","1759 words"," Africa News","","",
"Mildred Mulenga,, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Media Council Bill Faces Stiff Opposition","600 words"," Africa News","","",
"Mildred Mulenga,, PANA Correspondent, Panafrican News Agency","","","Southern Africa;Namibia Decides To Remain In Comesa","800 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Africa Seeks More Benefits From Oil","400 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;Nigerian Army Chief Visits Liberia","280 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Ghana, United States In Joint Military Exercise","294 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Southern Africa Military Exercise Continues","400 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Kenya;Kenyan outrage against Somaia grows","680 words"," Africa News","","",
"African Faith and Justice Network (Washington, DC)","","","United States and Africa; U.S. Catholic Bishops Speak Out on Zaire","640 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Background to TRC Investigations Near Aliwal North","454 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","Business and Finance;Dolphin deal runs into opposition yet again","1214 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Northern Province finally establishes house of traditional leaders","640 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","Business and Finance;Unions threaten "war" if privatisation goes ahead","627 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;No science can guarantee a winning bid","1507 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;Kahn halts crayfish bonanza","614 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Stop the carnage on Cape Town's roads (Editorial)","400 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Upgrading of cableway going like clockwork","707 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Cock-a-hoop Nando's primed for JSE listing","454 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Trevor Jones: film composer finds the old scene has changed","974 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Third force' cabinet links investigated","240 words"," Africa News","","",
"Lindsay Barnes and Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Fire chief fears inferno in city","707 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Journalists Petition Government","427 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;African Workers Call For Faster Economic Integration","307 words"," Africa News","","",
"Yahya El Hassan, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Ethiopia's Premier Airport Gets BADEA Loan","267 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Southern Africa;OAU Appeals To Comesa, SADC To Resolve Differences","414 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Militia Recaptures Rebel Area In South Kurdufan","707 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Mobutu Under Pressure Appoints New Prime Minister","400 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Ethiopia;Tigray said committed to entrepreneurs","934 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Court continues hearing testimonies","440 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Newspaper Gave A False Impression About ANC Finances","307 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Public Brawl Between Fivaz And Mufamadi","280 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Third Force Allegations Against The National Party","374 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia signs prospect, exploration agreements","240 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Police report rising cases of rape","520 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Commission trains journalists","147 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Ethiopia, Italy agree to strengthen cooperation","920 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Statement on Exhumations at Aliwal North","320 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement On Report Of Froneman Commission","307 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement On Exhumation Of Bodies At Aliwal North","507 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Memorial Service Of Umkhonto Wesizwe Combatants","227 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Statement On The Arrests In Lehurutshe And Mafikeng","214 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Statement On The Taxi Blockade In Odi Region","254 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; The 4th Anniversary Of The Assassination Of Hani","494 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Second 'sex-slave' escapes from taxi drivers after 29-days","494 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Mpumalanga Farmworkers to march","254 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Sanco wants house of traditional leaders to sign memorandum","627 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Mpumalanga traditional leaders want more land","667 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Brian Cumins: on the first-class route to a second- hand empire","974 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Let them eat crayfish (Editorial)","427 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;Cape firm links up with French giant","560 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","Sports - General;Contracts for Olympic poll and study signed","720 words"," Africa News","","",
"Johann Schronen, Cape Argus (Cape Town)","","","Business and Finance;Cape Town theft probe targets taxmen","520 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigeria Falls Back On Reserves To End Gasoline Crisis","560 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;U.N. Agency Prepares To Repatriate Liberian Refugees","627 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Southern Africa;Defaulting Comesa Countries To Be Expelled","334 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Southern Africa;Civil Wars Worry Comesa Leaders","480 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Zaire;U.N. To Scale Down Presence In Kinshasa","360 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Africa Weekly Press Review","1667 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigerian Musician Fela To Face Drug Charges","574 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;U.N. Food Agency Launches Emergency Food Distribution","200 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Women Journalists Honoured","414 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Mandela to Alliance Summit","240 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Zaire Emergency Fact Sheet No. 10","920 words"," Africa News","","",
"Congress of South African Trade Unions (COSATU)","","","South Africa; Statement on COSATU Central Exec Meeting","1547 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Passing the buck (Editorial)","414 words"," Africa News","","",
"Barry Tyson, Cape Argus (Cape Town)","","","South Africa;Kobus Kotze: Why did the intrepid chicken farmer cross the ocean?","760 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Big changes on the cards for city's parking system","507 words"," Africa News","","",
"Charlene Clayton, Cape Argus (Cape Town)","","","Business and Finance;R220-m super luxury hotel for Cape","454 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Now red tide hits Cape Town","600 words"," Africa News","","",
"Pat McDermott, Mail And Guardian (Johannesburg)","","","Sports - General;Cricket: Talented youngsters need to be nurtured","520 words"," Africa News","","",
"Julian Drew, Mail And Guardian (Johannesburg)","","","Sports - Soccer;Laid low by Congo fever","1454 words"," Africa News","","",
"Julian Drew, Mail And Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Youngha's two-goal hunger","694 words"," Africa News","","",
"Mick Cleary, Mail And Guardian (Johannesburg)","","","Sports - General;Rugby: Johnson is Lions statement of intent","1134 words"," Africa News","","",
"Steve Morris, Mail And Guardian (Johannesburg)","","","Sports - General;Rugy: Don't underestimate Lions' pride","1560 words"," Africa News","","",
"Bill Elliott, Mail And Guardian (Johannesburg)","","","Sports - General;Golf: Zen gives Shark the yen","1320 words"," Africa News","","",
"JKL Walker, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: Seeds of self-destruction","987 words"," Africa News","","",
"Bridgette A. Lacy, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: A wife for each season","400 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Load of lard","894 words"," Africa News","","",
"Julia Teale, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Art: Dark humour with a bitter edge","654 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Pretty, happy, shiny things","1160 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Master of the marginal","800 words"," Africa News","","",
"Gwen Ansell, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Jazz on CD: Homegrown jazz soars","547 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;New queen of Nu Soul","1334 words"," Africa News","","",
"Hazel Friedman, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;DESIGN OF The WEEK","320 words"," Africa News","","",
"Hazel Friedman, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Zone of metaphors","707 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Gospel nation","1454 words"," Africa News","","",
"Julie Barker, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Theatre lives","440 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Into the fashion circuit","760 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Arts and Culture under fire","840 words"," Africa News","","",
"Arthur Goldstuck, Mail And Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net (Column)","734 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Ads - The Eighth Deadly Sin","1520 words"," Africa News","","",
"Peter Makurube, Mail And Guardian (Johannesburg)","","","","480 words"," Africa News","","",
"Andrew Worsdale, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Seeking a soul for public TV","507 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: IBA TV rules under fire","1254 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;Zimbabwe: Paying the political price","1227 words"," Africa News","","",
"Hazel Friedman, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Pursuing the business of art","547 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: 'Comic budget' goes to court","1014 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Bridging the gap","1694 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: BUSINESS BAROMETER (Column)","614 words"," Africa News","","",
"Madeleine Wackernagel, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Scrumpy Jack comes to town","534 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South African Airways loss spirals","827 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Science and Health;Wonders never cease","1320 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Rocky times for parties' marriage","2267 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;OFFICE OF The PRESIDENT","640 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Writing on the chalkboard","1054 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;TEN YEARS AGO (Column)","227 words"," Africa News","","",
"Krisjan Lemmer, Mail And Guardian (Johannesburg)","","","South Africa;LIFE ON The SOUTHERN TIP","627 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Science and the female orgasm (Editorial)","374 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Policing is beyond a joke (Editorial)","614 words"," Africa News","","",
"Chris McGreal, Mail And Guardian (Johannesburg)","","","Zaire;'We hope he burns in hell'","1494 words"," Africa News","","",
"Graham Hopwood, Mail And Guardian (Johannesburg)","","","Namibia;Fears for democracy in Namibia","627 words"," Africa News","","",
"Judith Watt, Mail And Guardian (Johannesburg)","","","South Africa;What's in a name for super models","427 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Justice at the bottom of the pile","1107 words"," Africa News","","",
"Gustav Thiel, Mail And Guardian (Johannesburg)","","","South Africa;Throwing a lifeline to academic hospitals","427 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;From dawn to dusk in the halls of blood and gore","2467 words"," Africa News","","",
"Jim Day, Mail And Guardian (Johannesburg)","","","South Africa;'Reforming' the Bantustan way","1014 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Land redistribution flops badly","840 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Matter of fact","93 words"," Africa News","","",
"Peta Thornycroft, Mail And Guardian (Johannesburg)","","","South Africa;Death among the autumn leaves","827 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Intelligence claims fire up Fivaz row","1040 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;Morkel's house sale turns sour","347 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;ANC split on new home for Parliament","627 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Thatcher's pals bid for SA water","1214 words"," Africa News","","",
"Stuart Hess and Tangeni Amupadhi, Mail And Guardian (Johannesburg)","","","South Africa;Danger stalks 'places of safety'","667 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;'House parent' on child-rape charges","907 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;NEWS IN BRIEF (Column)","720 words"," Africa News","","",
"Rehana Rossouw, Mail And Guardian (Johannesburg)","","","South Africa;Cash no balm to gross human rights abuse victims","507 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Spy scandal stretches to IFP","1027 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;VERBATIM (Column)","400 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;PEOPLE (Column)","320 words"," Africa News","","",
"Ann Eveleth, Mail And Guardian (Johannesburg)","","","South Africa;Shobashobane: 13 IFP members granted appeal","400 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Way opened for death on demand","587 words"," Africa News","","",
"Dr Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of Early Twentieth Century Ethiopia - Part 14","1774 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Visions of Ethiopia's Artists","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;$12m Loan for Ethiopia's Bole Airport","187 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopia, Kenya to Increase Border Law","187 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Greek Archbishop Congratulates Italy on Decision to Return Obelisk","267 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopians are Voting with their Feet","1227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Africa-at-Large;Nominations Needed for 'Africa Prize for Leadership'","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Operation Relieves Woman of 18 kg","120 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;990 Raped in Past Six Months","134 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;SPEAKING OF PEOPLE: Yacob Bekele","1054 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Meles Asked to Secure Release of Private Journalists","547 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Dismissals Within Ruling Party","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopian Airforce Celebrates 50th Anniversary","254 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Faster Response Urged for Drought Victims","200 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Alemaya University Students on Fourth Day of Boycott","240 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;PM Meles Visit Gives Obelisk Question Momentum","214 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Africa-at-Large;LETTER TO THE EDITOR: "What is Happening at ECA"","174 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Science and Health;Ethiopia's Health Matters (Editorial)","174 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;20,000 Turn out to Protest Land Reform, Rent Hikes, Arrests","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Science and Health;The Grim Picture of Health Care in Ethiopia","1840 words"," Africa News","","",
"Tanzania News Online","","","Tanzania;Tanzania News Roundup","1240 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Meningitis in West Africa","267 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Sudan;","40 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Africa University Students Suspended","1318 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Renowned Ethiopian Scientist Laid To Rest","627 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Stock Exchange Unmoved By South Africa, Zimbabwe Trade Pact","520 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Swedish Envoys Review Relations With Africa","414 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Government Disowns Campaign For Abacha's Presidency","654 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (04/07 - 04/13)","414 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Tanzania; Zanzibar Threatens Arrest of Unlicensed Journalists","387 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement on TRC Subpoena Of Robert McBride","280 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement on "Informers List"","254 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC Statement on IFP March","387 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; DP Thabo Mbeki To Visit North West Province","387 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 30","4480 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Body Subpoenas ANC Supporters","534 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Zambia; CPJ Protests New Zambian Media Bill","587 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zamibia; Zambian Journalists Demonstrate Against Media Council Bill","480 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 15 - Africa (04/11)","2400 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;Putting the law on the side of the victim","1987 words"," Africa News","","",
"Sharkey Isaacs, Cape Argus (Cape Town)","","","Arts and Entertainment;Rayda Jacobs: in search of the Great South African novel","1107 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Carving up Olympic pie so black firms get slice","547 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;French 'oui' to R500-m boost for Muizenberg","547 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Rescue bid for Games environment impact study","467 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Too much room at the inn? (Editorial)","414 words"," Africa News","","",
"Johan Schronen and Andrea Botha, Cape Argus (Cape Town)","","","South Africa;Taxi crackdown nets scores of offenders","254 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;Boesak : The missing millions","507 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;IMF Wants Tax Holidays For Investors Scrapped","923 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Government Suspends Tabling Media Council Bill","440 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Ethiopia Secures Italian Financial Aid","454 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Airline Bosses Undecided About Merger","387 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Zaire;UN Appeals To Zairean Rebel Leader To Negotiate","387 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Fela Sues Nigerian Drug Agency Over Detention","574 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; U.S. Zaire Emergency Fact Sheet No. 11","920 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;MEC protests reports on deputy speaker's 'fake' license","1147 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Quest for bad luck cure ends in death","507 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Sports - General;ANC lauds Thugwane's third place medal","133 words"," Africa News","","",
"Benjamin Shabalala, African Eye News Service (South Africa)","","","South Africa;Game ranger acquitted for double murder","347 words"," Africa News","","",
"George Mthethwa, African Eye News Service (South Africa)","","","South Africa;Police tear gas students as fist fight ends meeting","294 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Men appeared in court with R350 00 worth of dagga","147 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Mpumalanga's finance department's budget doubles","534 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Eight Applicants Granted Amnesty","1147 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia: Legal, illegal exchange of dollar becoming equivalent","307 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Supreme court president, seven other justice staff dismissed","174 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Religious fathers condemn rape, child molestation.","347 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Gode irrigation development project well underway","187 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Meles, Prodi meet in Rome","1454 words"," Africa News","","",
"Committee to Protect Journalists (CPJ)","","","Sierra Leone; CPJ Opposes Proposed Press Restrictions in Sierra Leone","440 words"," Africa News","","",
"Zambia News Online","","","Zambia;Zambia News Roundup","1720 words"," Africa News","","",
"Zambia News Online","","","Zambia;Violence-Prone University Of Zambia Looks For Solution","1374 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Confidence crisis in Justice system","520 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;Suicide cases in North continue to rise","587 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Clicks looks set for bumper year as earnings hit R38,8-m","694 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Mavis Taylor: cultivating cross cultural communication in SA","1000 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Urgent call to save 1999 general election","454 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Sports - General;Black men can putt and drive (Editorial)","374 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Job shuffle hits 30 000 city staff","507 words"," Africa News","","",
"The Namibian (Windhoek)","","","Namibia;11 Govt drivers in court","574 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Liberia;UN Appoints Namibian Its New Representative To Liberia","254 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Malaria Kills 500 In Zimbabwe","387 words"," Africa News","","",
"David Musoke, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;African Women Endure Suffering Without Complaining","854 words"," Africa News","","",
"Panafrican News Agency","","","Tanzania;Nyerere Deplores Tanzania's Low Life Expectancy Rate","387 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Africa Urged To Be Wary Of HIV Trials","480 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","United States and Africa;Washington And Lusaka Differ On Good Governance","574 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Summit Maintains Sanctions Against Burundi","307 words"," Africa News","","",
