"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Panafrican News Agency","","","Zimbabwe;Gays Reject Laws "Criminalising" Consensual Sex","319 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zamtel To Spend K100m On New Equipment","347 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Beans In Short Supply","289 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Summit Resolves To Fight Poverty","236 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Tobacco Gives Zambia $6m","247 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;SADC To Lift Ban On Ivory Trade","350 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;UNIP Blamed For Zambia's Poverty","317 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Sports - General;Remaining Zambian Loses in International Tennis Tournament","342 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - Soccer;Ziese Promises Wonders","441 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Separate Teenage Mums Schools Advocates Challenged","291 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Zambia Wallows In Poverty","249 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Retired Zamtel Men Probed","233 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Central Africa;Congo (K) Bound Refugees Swell","421 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;MMD Contestants In Fists Of Fury","434 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Credit Africa Bank Wins Injunction","134 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Ziese To Change Squad","693 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - General;Ruggers Call For Government Assistance","171 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;33 Years Of Independence (Editorial)","667 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Zambia turns 33 years old","1445 words"," Africa News","","",
"Amos Malupenga and Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;MMD Cadres 'Fight' For Food","429 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Zambia Union of Journalists Challenges Times Board","477 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Dipak Challenges Prudence, BOZ","416 words"," Africa News","","",
"Staff Reporter, Post of Zambia (Lusaka)","","","Zambia;Credit Africa Bank Files Injunction Against Post","661 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Kaunda Warns Of An Explosion","1323 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Business and Finance;LDC Finance Ministries Accused Of Slowing Trade","384 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Ugandan Safari Lodge Offers Transport Discount","176 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Mbarara Funds Loss Riles Kintu Musoke","299 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Africa-at-Large;DP Plans To Set Up Africa Campaign Network","178 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Museveni, Mandela Hold Talks","187 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Protected Villages Are Fine (Editorial)","390 words"," Africa News","","",
"Frederick Nyakabwa, New Vision (Kampala)","","","Uganda;Kabarole Mourners Survive Ambush","329 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Uganda;Muhwezi Not Meera Director","269 words"," Africa News","","",
"Michael Sentongo, New Vision (Kampala)","","","Uganda;Ex-Rebel Apollo Kironde Back","240 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;NPART Board Defies Nkangi","421 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Namibia;Epupa's 'Bankability' In Doubt","404 words"," Africa News","","",
"Graham Hopwood, The Namibian (Windhoek)","","","Namibia;Swapo Loses Rundu, Parties Miss Election Deadline","640 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;Shikongo Is New Chamber of Commerce Head","362 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Powerful BA Clobber Birds To Lift Metlife Cup","554 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - General;Sundevils Are New Basketball Champs","348 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;The Coronation Count Down (Editorial)","278 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;Report Shows Unsatisfactory Cereal Supply","368 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Furious Attack On Mokhehle By Senators","605 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;LTC Expel Workers","266 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Banned From Training","569 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Southern Africa;Goals of Southern African Media Not Realistic (Editorial)","603 words"," Africa News","","",
"Watoro Kamau And Imanene Imathiu, The Nation (Nairobi)","","","Kenya;People are fed up - Koigi","263 words"," Africa News","","",
"Stephen Mburu, The Nation (Nairobi)","","","Kenya;NCEC: Prolong 7th Parliament","283 words"," Africa News","","",
"Silas Nthiga, The Nation (Nairobi)","","","Kenya;Moi, Kibaki, Ngilu In Rare Encounter","389 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 43 - Africa","2486 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Ghana's Human Rights Body Condemn Treatment of Witches","369 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Courts 'Forced To Apply Apartheid'","358 words"," Africa News","","",
"Staff Reporter and Sapa, Cape Argus (Cape Town)","","","South Africa;Apla Men May Implicate Ntsebeza","410 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Small Businesses Call For Revamp Of Finance Scheme","405 words"," Africa News","","",
"Gill Lord, Cape Argus (Cape Town)","","","Africa-at-Large;SABC Looks Over Africa","445 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Tanzania;Tanzania News Roundup","1969 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Tanzania;Donors And The Development Vision","882 words"," Africa News","","",
"All Africa Press Service","","","Congo Brazzaville;Lessons From Turmoil In Congo Brazzaville","1169 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Desert Tree Falls Victim Of Its Success In Sudan","1237 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;New Vision For Pan-African Ecumenical Body","1104 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;SA Archbishop Urges Global Partnership To End Poverty","513 words"," Africa News","","",
"All Africa Press Service","","","Mozambique;Catholic Bishop Challenges Mozambican Churches","741 words"," Africa News","","",
"All Africa Press Service","","","Kenya;Death Toll Rises As Rains Pound Kenya's Coast","426 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Uganda's Adventists Threaten To Boycott Key Polls","444 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Zimbabwe's Traditional Healers In Big Business","543 words"," Africa News","","",
"All Africa Press Service","","","Nigeria;Rights Body Wants Nigeria Expelled From Commonwealth","801 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Anglicans Elect New Bishops In Uganda","374 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;UN Calls For Special Attention To End Poverty","608 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Parliament Enacts Constitutional Reforms","285 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Ambassador-Designate To Egypt Kurtzer At Senate Hearing","736 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Ambassador-Designate To Algeria Hume At Senate Hearing","486 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Edward Gabriel, Ambassador-Designate To Morocco","781 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; U.S. 'Deeply Concerned' About Nigerien Convictions","148 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Richardson Calls For Fresh Approach To Great Lakes","1396 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Workers Strike Triggers Fuel Scarcity","1071 words"," Africa News","","",
"Newton Kanhema, PANA Correspondent, Panafrican News Agency","","","United States and Africa;UK And US Welcome Intervention On Lockerbie Bombing","259 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigerian Woman Loses Eyes In Bizarre Ritual Attack","607 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;South African Firm Acquires Shares in Ethiopian Brewery","173 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Malaysian Bank Buys Shares In Ugandan Bank","295 words"," Africa News","","",
"Washington Office on Africa","","","United States and Africa; Letter on Africa Trade","1338 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Government forces crash coup bid","298 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Statements from the National Party of SA","588 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Cholera in Mozambique","183 words"," Africa News","","",
"World Health Organization (Geneva)","","","Science and Health; Cholera in Kenya","210 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Sudan; Urgent Intervention - Sudan","494 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Business and Finance;Anti-Smuggling Unit Smashes Congo Fish Racket","211 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Business and Finance;Uganda's Kabarole Bank Takes Off","156 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Business and Finance;Uganda: ENHAS Appoints More Bosses","195 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Uganda Coffee Board Bids In Stalemate","157 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;East African Development Bank To Lead First Security On Exchange","364 words"," Africa News","","",
"Margaret Muhanga and Grace Matsiko, New Vision (Kampala)","","","Uganda;URA's Mbabazi On Forced Leave","208 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Business and Finance;Skanska, Stirling Win Entebbe Road Contract","207 words"," Africa News","","",
"Justin Moro, New Vision (Kampala)","","","Uganda;Kony Kills 232 Gulu Teachers","301 words"," Africa News","","",
"Abraham Odeke, New Vision (Kampala)","","","East Africa;Akiki Speaks Out On Uganda-Kenya Land Row","323 words"," Africa News","","",
"Simon Kaheru, New Vision (Kampala)","","","Science and Health;Fake Drugs On Sale, Says NDA","162 words"," Africa News","","",
"Moses Sserwanga, New Vision (Kampala)","","","Uganda;'MPs Dividing Army'","295 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Uganda;Nkangi Hits Back At NPART Board","349 words"," Africa News","","",
"Patrick Luganda, New Vision (Kampala)","","","Business and Finance;Museveni Eyes Euro Market","309 words"," Africa News","","",
"Erich Ogoso Opolot, New Vision (Kampala)","","","Uganda;Politicians 'Most Corrupt, Army Cleanest'","433 words"," Africa News","","",
"Odrek Rwabogo and Michael Sentongo, New Vision (Kampala)","","","Uganda;Cut Taxes, MPs Urge Government","351 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Business and Finance;Uganda Commercial Bank Sold Off","341 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Swapo Launches Poll Inquiry","659 words"," Africa News","","",
"Oswald Shivute, The Namibian (Windhoek)","","","Namibia;War Disabled Want N$75 000 Each","405 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Arts and Entertainment;Now NBC Chief Says 'No' To Convict Band","472 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Business Women Cry Foul","471 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Eight Players Join The Squad As Namibia Prepare For Lesotho Tie","380 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Coup Plotter Who Kept Journalist Captive Arrested","303 words"," Africa News","","",
"Johnny Pewa, The Nation (Nairobi)","","","Sports - Soccer;On-Form Utalii Almost There","524 words"," Africa News","","",
"Peter Njenga, The Nation (Nairobi)","","","Sports - General;Seminar Starts Today at MISC","346 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;A Chance Meeting That Stirs Interest (Editorial)","386 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Envoy Says Donors Keen On Elections","871 words"," Africa News","","",
"Patrick Mayoyo And Michael Mumo, The Nation (Nairobi)","","","Kenya;Raiders Camp Found, Say Police","406 words"," Africa News","","",
"Maguta Kimemia, The Nation (Nairobi)","","","Kenya;Tourists 'Now Shun Kenya'","410 words"," Africa News","","",
"Nation Correspondent, The Nation (Nairobi)","","","Kenya;Crowds Besiege Wamalwa","285 words"," Africa News","","",
"Ghana Focus (Accra)","","","Sports - General;Ghana's WBA Welterweight Champion Quits Boxing in Rage","297 words"," Africa News","","",
"Iain Macdonald, Cape Argus (Cape Town)","","","Arts and Entertainment;Muppets For The Cape Town Film Market","412 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","Science and Health;To Fish Or Not To Fish - Count On A Maths Prof","724 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Face To Face And A World Apart","547 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","South Africa;Cosatu and ANC deal on Employment Bill","412 words"," Africa News","","",
"Amnesty International","","","Algeria; Amnesty: Human Rights Have No Borders","774 words"," Africa News","","",
"Amnesty International","","","Algeria; Algeria: Children Caught in the Conflict","817 words"," Africa News","","",
"Amnesty International","","","Algeria; Algeria: Civilians Caught Between Two Fires","819 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Motheo Pawn In Political Battle, Says Sacked Banker","698 words"," Africa News","","",
"Leonard Ndzhukula & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Phosa's Withdrawal Catches Provincial ANC Off Balance","553 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Sacked Housing Board Chairman Allegedly Threatened Bank","665 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;The Week in Brief","531 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Derg Official To Stand Trial On 605 Counts Of Genocide","419 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Ethiopia Loses Natural Forest On About 200,000 Hectares","211 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Factory Ready To Supply Products: Manager","195 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Number Of Wild Animals Declines in Ethiopia","271 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Brewery Worth 40 Mln. Dollars To Be Constructed Here","318 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Council Refers Bill To Parliament","118 words"," Africa News","","",
"Abebe Gelaw, Ethiopian News Agency","","","Ethiopia;Civil Society Buttressed By National Constitutions, Conventions","561 words"," Africa News","","",
"Mildred Mulenga, PANA Correspondent, Panafrican News Agency","","","Zambia;President Chiluba Says Zambian Coup Has Been Crushed","455 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Flights To Lusaka Cancelled After Coup Attempt","386 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Surface Traffic Uninterrupted By Brief Coup In Zambia","478 words"," Africa News","","",
"Panafrican News Agency","","","Zambia;Bishop Condemns Zambian Coup, Calls For Roundtable","280 words"," Africa News","","",
"Austin Kaluba, Times of Zambia (Lusaka)","","","Central Africa;Heart - Rending Tales From Natende Refugee Camp","1438 words"," Africa News","","",
"Timothy Sichela, Times of Zambia (Lusaka)","","","Sports - Soccer;Prove Your Worth, Players Prodded","370 words"," Africa News","","",
"Sports Reporter, Times of Zambia (Lusaka)","","","Sports - Soccer;Riflemen Keep Promotion In Sight","464 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Science and Health;Zambia Government, UNIDO Unite To Curb Pollution","241 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Only Zambians Can Develop Zambia","221 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Chilanga Shares Gallop","272 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Lufwanyama Gets Shopping Centre","269 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Lever Brothers Exports To Malawi","273 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Timber Dealers Call For Rebate","117 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Pay Workers On 1993 ZIMCO Conditions'","277 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Africa-at-Large;Float Economics Programmes Comesa States Urged","571 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Council Submits Modern Market Plans","200 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Pigott Maskew Workers Union Bid Blocked...?","341 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Chongwe Demo Circus, Says Mpamba","467 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Fuel Crisis To Persist","351 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Polls Drag Chawinga To Court","517 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Ziese To Decide On Kalu","330 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;'Lost Jobs Have Been Recovered'","339 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Govt's Response To CSUZ's Proposals Expected Today","183 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;ZAM Criticises BOZ Over Troubled Banks","438 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Prof. Siwela Not Yet Fired","351 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;Finance Bank Wins Chibuku Floatation","397 words"," Africa News","","",
"Mukalya Nampito and Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Chawinga Links Sejani To Sata","624 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zambia;Coup Attempt Flops","623 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Coup Plotter Arrested, Chiluba Warns Of Tough Measures","288 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Situation Calm","207 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Chiluba Says Coup Is Crushed","244 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Attempted Coup Crushed","104 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Coup Plotters Take Control Of National Broadcaster","238 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Military Coup In Progress In Zambia","519 words"," Africa News","","",
"United Nations","","","Angola; Sec. Council Imposes Travel Restrictions On UNITA","6301 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Ambassador Ginsberg Speech On "Marketing Morocco"","3231 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Ambassador Outlines U.S. Position On Angola","708 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Richardson Geneva News Conference On Africa Trip","1867 words"," Africa News","","",
"Robert Rweyemamu (Commentary), The East African (Nairobi)","","","Tanzania;Don't Ban Private Tuition, Rationalise It!","588 words"," Africa News","","",
"Charles Onyango-Obbo (Commentary), The East African (Nairobi)","","","Uganda;Kony War Will Not Be Ending Soon","677 words"," Africa News","","",
"John Githongo (Commentary), The East African (Nairobi)","","","Kenya;Moi Sends a Signal about Corruption","731 words"," Africa News","","",
"The East African (Nairobi)","","","Kenya;Murgor-Gideon Wrangle and the State House Link","1191 words"," Africa News","","",
"The East African (Nairobi)","","","Tanzania;Tanzania Oil Agreement Under Review","555 words"," Africa News","","",
"Mbatau Wa Ngai, The Eastafrican, The East African (Nairobi)","","","Kenya;Kenya Tax Increases to Meet Pay Awards","1077 words"," Africa News","","",
"The East African (Nairobi)","","","Uganda;URA Rental Contract Could Cost Sudhir Firm $2.4m, Says MP","1109 words"," Africa News","","",
"Afeto Kuma, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;ACP, EU To Intensify Political Dialogue","492 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Chloroquine Researchers Say Malaria Medicine Is Too Bitter","174 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Gloom lingers In Zimbabwe Manufacturing Sector","297 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Maputo To Host Conference On Corruption","291 words"," Africa News","","",
"Panafrican News Agency","","","Angola;Luanda Ready To Use Force Against UNITA","209 words"," Africa News","","",
"Panafrican News Agency","","","East Africa;Uganda, Kenya Sign Oil Pipeline Agreement","179 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Adults Need Contraception","194 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Measles Kills Over 100 In Angola","121 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Call To Accommodate HIV Patients In Zimbabwe","189 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Fresh Study On Discredited Anti-AIDS Drug, Kemron","319 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Government Says It Does Not Suspect Kaunda In Coup","426 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Over 500 Million Dollars Needed For Health Rehabilitation","159 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Kenya Opposes Cloning Of Humans","221 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Fixtures For Zone Two Amilcar Cabral Soccer Cup","202 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Zimbabwe To Recruit More Doctors From China","434 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Africa-at-Large;Trade Boss Wants Less Talk More Action For The Poor","308 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Business and Finance;Musa Body Battles To Save Property From NPART","229 words"," Africa News","","",
"John Odyek, New Vision (Kampala)","","","Business and Finance;Uganda: New Bank Ban Stays","217 words"," Africa News","","",
"Catherine Watson, New Vision (Kampala)","","","Science and Health;Quiet Condom Promotion Dropped","235 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Museveni Back Home","133 words"," Africa News","","",
"Simon Kaheru, New Vision (Kampala)","","","Arts and Entertainment;Dube To Warm Namboole","255 words"," Africa News","","",
"New Vision (Kampala)","","","Uganda;Well Done! (Editorial)","511 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Uganda;Kampala City Council Owes Workers 3 Months' Salary","274 words"," Africa News","","",
"John Kakande, New Vision (Kampala)","","","Uganda;Graduates Asked To Fund Training","321 words"," Africa News","","",
"Yunusu Abbey, New Vision (Kampala)","","","Business and Finance;Madhvani Refunded For Brewery","335 words"," Africa News","","",
"Ofwono-Opondo and Jossy Muhangi, New Vision (Kampala)","","","Uganda;Otafiire Advises Sabiiti To Resign","335 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Congo Brazzaville; Background Brief on Congo-Brazzaville","2517 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Zimbabwe;Zimbabwe News Roundup","1463 words"," Africa News","","",
"i'Afrika News Network (Copenhagen)","","","Southern Africa;South Africans And Zimbabweans: Cordiality And Dislike","880 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Mozambique;Mozambique News Roundup","918 words"," Africa News","","",
"I'Afrika News Network (Copenhagen)","","","Science and Health;Witchcraft Gets The Blame For Disease in Mozambique","553 words"," Africa News","","",
"Joe Chilaizya, Times of Zambia (Lusaka)","","","Zambia;Failed Coup Attempt Sequel: Deal Firmly With Plotters","1203 words"," Africa News","","",
"Exhilda Siame, Times of Zambia (Lusaka)","","","Zambia;Captain 'Solo' wasn't going to succeed","778 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Lonrho Introduces Prizes For Cotton Farmers","320 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Coup Crush Cheers Zambia Manufacturers","344 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'Privatisation Only Answer'","372 words"," Africa News","","",
"Chris Mfula And John M'Cheleka, Times of Zambia (Lusaka)","","","Business and Finance;Lusaka Residents In Panic Buying","525 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Firm To Bring Vacuum Cleaners","334 words"," Africa News","","",
"Kennedy Limwanya, Times of Zambia (Lusaka)","","","Sports - General;Zambian Judokas Hold Second Dan Black Belts","366 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - Soccer;Zambia Jets Into Ivory Coast","251 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Business Houses Stay Shut Whole Day","631 words"," Africa News","","",
"Kondwani Chirambo, Political Editor, Times of Zambia (Lusaka)","","","Zambia;Consequences of the Coup","789 words"," Africa News","","",
"Janet Ilunga, Times of Zambia (Lusaka)","","","Zambia;Announcer Evelyn Tembo's Ordeal With Smell Of Death","512 words"," Africa News","","",
"Ben Mwanza, Shapi Shacinda, and Choongo Moonga, Times of Zambia (Lusaka)","","","Zambia;Chiluba Assures Nation, Investors","643 words"," Africa News","","",
"Enock Ngoma, Janet Ilunga and Chris Mfula, Times of Zambia (Lusaka)","","","Zambia;Zambia's Dark Hour","722 words"," Africa News","","",
"Oscar Johnson, The Namibian (Windhoek)","","","Namibia;Himba Chiefs Reject Epupa Study","582 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Zambia;'One-Man Show' Coup Attempt Condemned","710 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;New University of Namibia Controversy","730 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Earthlife Appeal On Epupa Report","286 words"," Africa News","","",
"NATION Team, The Nation (Nairobi)","","","Africa-at-Large;Moi On Why Africa Has Remained Poor","291 words"," Africa News","","",
"Mburu Mwangi, The Nation (Nairobi)","","","Kenya;Rights Body On Early Poll","399 words"," Africa News","","",
"The Nation (Nairobi)","","","United States and Africa;An African American's Dilemma","689 words"," Africa News","","",
"The Nation (Nairobi)","","","Zambia;Failed Coup Warns Sham Democrats (Editorial)","386 words"," Africa News","","",
"Nation Reporters, The Nation (Nairobi)","","","Kenya;Kanu To Meet Over Party Titles","391 words"," Africa News","","",
"Eman Omari, The Nation (Nairobi)","","","Kenya;Government Accepts Plan To Fund All Parties","500 words"," Africa News","","",
