obsid	ucdpid	dyadid	side_a	acr	side_b	startdate	enddate	oldid	oldconfid	olddyadid	extraterritorial	rebpolwing	rebpolwinglegal	rebestimate	rebestlow	rebesthigh	rebstrength	centcontrol	strengthcent	mobcap	armsproc	fightcap	terrcont	terrname	effterrcont	conflicttype	transconstsupp	rebextpart	rebpresosts	presname	rebel.support	rtypesup	rsupname	gov.support	gtypesup	gsupname	govextpart	type.of.termination	victory.side	prevactive	prevact.ref	oldobsid
NSA.3.4-733	91	767	Chad	CHA	AN	2008-01-28	2008-12-31	NA	NA	NA	0	no	NA	6000	5500	6500	weaker	yes	low	low	moderate	moderate	no	NA	NA	civil war	no	no	some	Sudan	explicit	military	Sudan	explicit	military	France	no	6	NA	1	NSA.3.4-706	NSA.3.3-730
NSA.3.4-736	91	777	Chad	CHA	Military faction (forces of Maldoum Bada Abbas)	1991-10-13	1991-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	no	no	no	NA	no	NA	NA	explicit	non-military	France	no	4	1	0		NSA.3.3-733
NSA.3.4-739	91	783	Chad	CHA	UFR	2009-04-19	2009-12-31	NA	NA	NA	0	no	NA	2600	2600	2600	weaker	yes	low	low	moderate	moderate	no	NA	NA	civil war	no	no	some	Sudan	explicit	military	Sudan	explicit	military	France	no	5	NA	1	NSA.3.4-733	NSA.3.3-736
NSA.3.4-742	91	807	Chad	CHA	PFNR	2010-04-24	2010-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	ethnic conflict	no	no	no	no	no	NA	NA	no	NA	NA	no	NA	NA	1	NSA.3.4-739	NSA.3.3-739
NSA.3.4-745	92	237	Colombia	COL	FARC	1964-01-01	1977-12-31	1920	1920	1920-2	0	no	NA	500	500	500	much weaker	yes	moderate	low	low	low	yes	Departments of Huila, Tolima, Quindio and Valle	moderate	civil war	no	alleged	some	Venezuela	explicit	non-military	Cuba  	explicit	military	USA	no	NA	NA	0		NSA.3.3-742
NSA.3.4-748	92	237	Colombia	COL	FARC	1978-01-01	2011-12-31	1920	1920	1920-2	0	explicit link	yes	12500	5000	20000	weaker	yes	low	low	low	low	yes	Departments of Huila, Caquetá, Tolima, Cauca, Boyacá, Santander, Antioquia, Valle del Cauca, Meta, and Cundinamarca and the intendancy of Arauca	moderate	civil war	no	alleged	some	Venezuela	explicit	non-military	Cuba  	explicit	military	USA	no	NA	NA	1	NSA.3.4-745	NSA.3.3-745
NSA.3.4-751	92	342	Colombia	COL	ELN	1966-08-15	1973-12-31	1920	1920	1920-1	0	no	NA	3250	1500	5000	much weaker	yes	low	low	low	low	yes	Parts of southern Colombia	moderate	civil war	no	no	some	Venezuela	no	NA		explicit	military	USA	no	5	NA	0		NSA.3.3-748
NSA.3.4-754	92	342	Colombia	COL	ELN	1984-01-01	2010-12-31	1920	1920	1920-1	0	no	NA	3250	1500	5000	much weaker	yes	low	low	low	low	yes	Parts of southern Colombia	moderate	civil war	no	no	some	Venezuela	no	NA		explicit	military	USA	no	NA	NA	1	NSA.3.4-751	NSA.3.3-751
NSA.3.4-757	92	343	Colombia	COL	EPL	1984-01-01	1990-12-31	1920	1920	1920-3	0	no	NA	1150	800	1500	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		explicit	military	USA	no	1	NA	0		NSA.3.3-754
NSA.3.4-760	92	343	Colombia	COL	EPL	2004-01-01	2004-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	yes	parts of southern Colombia	moderate	civil war	no	no	no	no	no	NA	NA	explicit	military	United States	no	5	NA	1	NSA.3.4-757	NSA.3.3-757
NSA.3.4-763	92	495	Colombia	COL	M-19	1978-05-28	1988-12-31	1920	1920	1920-4	0	no	NA	800	100	1500	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no		explicit	military	Cuba	explicit	military	USA	no	5	NA	0		NSA.3.3-760
NSA.3.4-766	93	493	Dominican Republic	DOM	Military faction (Constitutionalists)	1965-01-01	1965-09-03	1930	1930	1930-1	0	no	NA	NA	NA	NA	stronger	yes	moderate	moderate	moderate	moderate	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	USA; OAS	no	4	1	0		NSA.3.3-763
NSA.3.4-769	94	498	Indonesia	INS	OPM	1965-01-01	1969-12-31	1940	1940.1	1940.1-1	0	explicit link	yes	NA	NA	NA	much weaker	yes	moderate	low	low	low	yes	Parts of Irian Jaya	NA	secessionist conflict	tacit	no	extensive	Papua New Guinea	no	NA		no	NA		no	5	NA	0		NSA.3.3-766
NSA.3.4-772	94	498	Indonesia	INS	OPM	1976-01-01	1981-12-31	1940	1940.2	1940.2-1	0	explicit link	yes	10000	10000	10000	much weaker	yes	moderate	low	low	low	yes	Parts of Irian Jaya	NA	secessionist conflict	tacit	no	extensive	Papua New Guinea	no	NA		no	NA		no	5	NA	1	NSA.3.4-769	NSA.3.3-769
NSA.3.4-775	94	498	Indonesia	INS	OPM	1984-1-1	1984-12-31	1940	1940.2	1940.2-1	0	explicit link	yes	10000	10000	10000	much weaker	yes	moderate	low	low	low	yes	Parts of Irian Jaya	NA	secessionist conflict	tacit	no	extensive	Papua New Guinea	no	NA		no	NA		no	5	NA	1	NSA.3.4-769,NSA.3.4-772	NSA.3.3-772
NSA.3.4-778	95	235	Peru	PER	Sendero Luminoso	1982-08-22	1999-12-31	1950	1950.2	1950.2-1	0	no	NA	5000	2000	8000	much weaker	yes	high	low	low	low	no	NA	NA	communist rebellion	no	no	no		no	NA		no	NA		no	5	NA	1	NSA.3.4-790	NSA.3.3-775
NSA.3.4-781	95	235	Peru	PER	Sendero Luminoso	2007-11-14	2009-12-31	NA	NA	NA	0	explicit link	no	500	200	600	much weaker	yes	high	no	no	no	no	NA	NA	communist rebellion	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	1	NSA.3.4-778,NSA.3.4-790	NSA.3.3-778
NSA.3.4-784	95	319	Peru	PER	MRTA	1989-03-14	1993-12-31	1950	1950.2	1950.2-2	0	no	NA	350	200	500	much weaker	yes	moderate	low	low	low	no	NA	NA	communist rebellion	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-781
NSA.3.4-787	95	499	Peru	PER	MIR	1965-10-01	1965-12-31	1950	1950.1	1950.1-1	0	explicit link	no	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	communist rebellion	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-784
NSA.3.4-790	95	500	Peru	PER	ELN	1965-10-01	1965-12-31	1950	1950.1	1950.1-2	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	communist rebellion	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-787
NSA.3.4-793	98	502	Ghana	GHA	Military Faction	1966-02-24	1966-02-24	1980	1980.1	1980.1-1	0	no	NA	NA	NA	NA	stronger	yes	high	moderate	moderate	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-790
NSA.3.4-796	98	503	Ghana	GHA	Military faction (forces of Jerry John Rawlings)	1981-12-31	1981-12-31	1980	1980.2	1980.2-1	0	no	NA	NA	NA	NA	much stronger	yes	moderate	high	high	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-793
NSA.3.4-799	98	504	Ghana	GHA	Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) 	1983-06-19	1983-06-19	1980	1980.3	1980.3-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-796
NSA.3.4-802	99	505	India	IND	MNF	1966-09-01	1968-10-15	1990	1990	1990-1	0	explicit link	yes	10000	10000	10000	much weaker	yes	NA	low	low	low	no	NA	NA	secessionist conflict	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-799
NSA.3.4-805	100	494	Nigeria	NIG	Military faction (forces of Patrick Nzeogwu)	1966-01-15	1966-01-15	2000	2000	2000-1	0	no	NA	NA	NA	NA	stronger	yes	high	moderate	moderate	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-802
NSA.3.4-808	100	793	Nigeria	NIG	Boko Haram	2009-07-26	2011-12-31	NA	NA	NA	0	no	NA	1000	400	3000	much weaker	yes	moderate	NA	NA	NA	no	NA	NA	islamist	explicit	alleged	no	NA	no	NA	NA	no	NA	NA	NA	5	NA	0		NSA.3.3-805
NSA.3.4-811	101	516	South Africa	SAF	SWAPO	1966-11-01	1988-12-22	2010	2010	2010-1	0	explicit link	no	7500	6000	9000	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	tacit	no	extensive	Zambia; Angola	explicit	military	Zambia; Angola	no	NA		no	1	NA	0		NSA.3.3-808
NSA.3.4-814	102	518	Syria	SYR	Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen)	1966-02-23	1966-02-23	2020	2020.1	2020.1-1	0	explicit link	yes	NA	NA	NA	stronger	yes	high	moderate	moderate	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-811
NSA.3.4-817	102	519	Syria	SYR	Muslim Brotherhood	1979-06-16	1982-02-15	2020	2020.2	2020.2-1	0	no	NA	NA	NA	NA	weaker	no	NA	low	low	low	yes	Towns of Hama and Aleppo	moderate	civil war	tacit	alleged	no		alleged	military	Iraq; Jordan	explicit	military	USSR	no	4	1	0		NSA.3.3-814
NSA.3.4-820	103	364	Cambodia	CAM	Khmer Rouge	1967-05-01	1970-03-17	2030	2030.1	2030.1-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	low	low	no	NA	NA	communist rebellion	no	no	extensive	Vietnam	explicit	troops	N. Vietnam; China	explicit	troops	USA	no	NA	NA	0		NSA.3.3-817
NSA.3.4-823	103	364	Cambodia	CAM	FUNK	1970-03-18	1975-04-17	2030	2030.1	2030.1-1	0	no	NA	NA	NA	NA	weaker	yes	low	moderate	low	low	yes	Parts of Cambodia bordering Vietnam	moderate	communist rebellion	no	no	extensive	Vietnam	explicit	troops	N. Vietnam; China	explicit	troops	USA	no	4	2	1	NSA.3.4-820	NSA.3.3-820
NSA.3.4-826	103	364	Cambodia, Vietnam	CAM	Khmer Rouge/PDK	1979-01-09	1989-12-31	2030	2030.3	2030.3-1	0	no	NA	30000	1000	45000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand	explicit	troops	Vietnam ; USSR (military)	no	NA	NA	1	NSA.3.4-820,NSA.3.4-823	NSA.3.3-823
NSA.3.4-829	103	364	Cambodia, Vietnam	CAM	Khmer Rouge/PDK	1990-01-01	1998-10-25	2030	2030.3	2030.3-1	0	no	NA	30000	1000	45000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand	explicit	military	Vietnam; USSR	no	4	1	1	NSA.3.4-820,NSA.3.4-823,NSA.3.4-826	NSA.3.3-826
NSA.3.4-832	103	378	Cambodia, Vietnam	CAM	KPNLF	1979-11-01	1989-12-31	2030	2030.3	2030.3-2	0	no	NA	12500	10000	15000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand; USA; Singapore	explicit	troops	Vietnam	no	NA	NA	0		NSA.3.3-829
NSA.3.4-835	103	378	Cambodia, Vietnam	CAM	KPNLF	1990-01-01	1991-10-23	2030	2030.3	2030.3-2	0	no	NA	12500	10000	15000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand; USA; Singapore	explicit	military	Vietnam	no	1	NA	1	NSA.3.4-832	NSA.3.3-832
NSA.3.4-838	103	379	Cambodia, Vietnam	CAM	FUNCINPEC/ANS	1982-01-01	1989-12-31	2030	2030.3	2030.3-3	0	no	NA	15000	5000	20000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand; USA; Singapore	explicit	troops	Vietnam	no	NA	NA	0		NSA.3.3-835
NSA.3.4-841	103	379	Cambodia, Vietnam	CAM	FUNCINPEC/ANS	1990-01-01	1991-10-23	2030	2030.3	2030.3-3	0	no	NA	15000	5000	20000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	extensive	Thailand	explicit	military	China; Thailand; USA; Singapore	explicit	military	Vietnam	no	1	NA	1	NSA.3.4-838	NSA.3.3-838
NSA.3.4-844	103	379	Cambodia	CAM	FUNCINPEC	1997-06-10	1997-12-31	NA	NA	NA	0	explicit link	yes	10000	10000	10000	weaker	yes	moderate	low	low	moderate	no	NA	NA	NA	no	no	NA	NA	NA	NA	NA	explicit	military	Vietnam	no	5	NA	1	NSA.3.4-838,NSA.3.4-841	NSA.3.3-841
NSA.3.4-847	103	553	Cambodia	CAM	KNUFNS	1978-09-01	1979-01-09	2030	2030.2	2030.2-1	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	extensive	Vietnam	explicit	troops	N. Vietnam 	no	NA		no	4	2	0		NSA.3.3-844
NSA.3.4-850	107	528	Nigeria	NIG	Republic of Biafra	1967-07-06	1970-01-12	2070	2070	2070-1	0	explicit link	yes	50500	5000	94000	parity	yes	high	moderate	moderate	moderate	yes	Republic of Biafra	moderate	secessionist conflict	explicit	minor	no		explicit	military	France	explicit	troops	UK; Egypt; USSR (military)	no	4	1	0		NSA.3.3-847
NSA.3.4-853	111	57	Guinea	GUI	RFDG	2000-09-01	2001-12-31	2110	2110.2	2110.2-1	0	no	NA	5000	5000	5000	weaker	NA	NA	low	low	low	no	NA	NA	civil war	no	no	extensive	Sierra Leone; Liberia	no	NA		no	NA		no	5	NA	0		NSA.3.3-850
NSA.3.4-856	112	242	Philippines	PHI	MILF	1990-02-04	1990-12-31	2120	2120	2120-2	0	no	NA	15000	9000	120000	weaker	yes	moderate	moderate	low	low	no	NA	NA	autonomy conflict	tacit	no	some	Malaysia	no	NA		explicit	military	USA	no	5	NA	1		NSA.3.3-853
NSA.3.4-859	112	242	Philippines	PHI	MILF	1994-01-01	2011-12-31	2120	2120	2120-2	0	no	NA	15000	9000	120000	weaker	yes	moderate	moderate	low	low	no	NA	NA	autonomy conflict	tacit	no	some	Malaysia	no	NA		explicit	military	USA	no	5	NA	1	NSA.3.4-862,NSA.3.4-865,NSA.3.4-874	NSA.3.3-856
NSA.3.4-862	112	247	Philippines	PHI	MNLF	1972-12-31	1980-12-31	2120	2120	2120-1	0	no	NA	13000	13000	13000	weaker	yes	moderate	high	low	low	no	NA	NA	secessionist conflict	tacit	no	some	Malaysia	explicit	military	Libya; Malaysia	explicit	military	USA	no	NA	NA	1	NSA.3.4-874	NSA.3.3-859
NSA.3.4-865	112	247	Philippines	PHI	MNLF	1981-01-01	1993-12-31	2120	2120	2120-1	0	no	NA	17500	12000	23000	weaker	yes	moderate	high	low	low	no	NA	NA	autonomy conflict	tacit	no	some	Malaysia	explicit	military	Libya; Malaysia	explicit	military	USA	no	1	NA	1	NSA.3.4-862,NSA.3.4-874	NSA.3.3-862
NSA.3.4-868	112	249	Philippines	PHI	Abu Sayyaf	1993-05-03	2011-12-31	2120	2120	2120-3	0	no	NA	650	30	1200	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	tacit	alleged	some	Malaysia	no	NA		explicit	military	USA	no	NA	NA	0		NSA.3.3-865
NSA.3.4-871	112	252	Philippines	PHI	MNLF – NM	2001-11-19	2002-01-31	2120	2120	2120-4	0	explicit link	yes	600	600	600	much weaker	yes	moderate	low	low	low	no	NA	NA	autonomy conflict	tacit	no	no	.	no	NA	.	explicit	military	USA	no	5	1	1	NSA.3.4-862,NSA.3.4-865,NSA.3.4-874	NSA.3.3-868
NSA.3.4-874	112	507	Philippines	PHI	MIM/Mindanao Independence Movement	1970-01-01	1971-12-31	NA	NA	NA	0	explicit link	no	NA	NA	NA	weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	no	no	NA	NA	no	NA	NA	no	6.1	NA	0		NSA.3.3-871
NSA.3.4-877	112	647	Philippines	PHI	MNLF – HM	2007-01-01	2007-12-31	NA	NA	NA	0	explicit link	yes	400	400	400	much weaker	yes	high	low	low	low	no	NA	NA	autonomy conflict	no	no	no	no	no	NA	NA	explicit	military	United States	no	5	NA	1	NSA.3.4-862,NSA.3.4-865,NSA.3.4-874	NSA.3.3-874
NSA.3.4-880	113	433	Sudan	SUD	SLM/A	2003-1-1	2003-12-31	NA	NA	NA	0	no	NA	6000	1000	11000	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	no	no	no	NA	explicit	military	Eritrea	explicit	military	Chad	no	NA	NA	0		NSA.3.3-877
NSA.3.4-883	113	433	Sudan	SUD	SLM/A	2004-1-1	2011-12-31	NA	NA	NA	0	no	NA	6000	1000	11000	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	tacit	no	some	Chad	explicit	military	Eritrea, Libya, Chad	no	NA	NA	no	NA	NA	1	NSA.3.4-880	NSA.3.3-880
NSA.3.4-886	113	434	Sudan	SUD	JEM	2003-1-1	2003-12-31	NA	NA	NA	0	no	NA	6000	3000	12500	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	no	no	no	NA	explicit	military	Eritrea	explicit	military	Chad	no	NA	NA	0		NSA.3.3-883
NSA.3.4-889	113	434	Sudan	SUD	JEM	2004-1-1	2011-12-31	NA	NA	NA	0	no	NA	6000	1000	11000	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	no	no	some	Chad	explicit	military	Eritrea, Libya, Chad	no	NA	NA	no	NA	NA	1	NSA.3.4-886	NSA.3.3-886
NSA.3.4-892	113	520	Sudan	SUD	Sudanese Communist Party	1971-07-19	1971-07-22	2130	2130.1	2130.1-1	0	explicit link	no	NA	NA	NA	weaker	yes	moderate	low	moderate	low	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-889
NSA.3.4-895	113	521	Sudan	SUD	Islamic Charter Front	1976-07-02	1976-07-11	2130	2130.2	2130.2-1	0	explicit link	yes	1000	1000	1000	weaker	NA	NA	low	low	low	no	NA	NA	coup d'etat	tacit	no	no		alleged	military	Libya	explicit	non-military	Egypt	no	4	1	0		NSA.3.3-892
NSA.3.4-898	113	630	Sudan	SUD	NRF	2006-01-01	2006-12-31	NA	NA	NA	0	no	NA	2000	1000	1500	weaker	yes	low	low	low	low	no	NA	NA	civil war	no	no	some	Chad	explicit	military	Chad	no	NA	NA	no	1	NA	1	NSA.3.4-880,NSA.3.4-883,NSA.3.4-886,NSA.3.4-889	NSA.3.3-895
NSA.3.4-901	113	631	Sudan	SUD	SLM/A – MM	2006-01-01	2006-12-31	NA	NA	NA	0	no	NA	6000	1000	11000	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	no	no	some	Chad	explicit	military	Chad	no	NA	NA	no	1	NA	1	NSA.3.4-880,NSA.3.4-883	NSA.3.3-898
NSA.3.4-904	113	641	Sudan	SUD	SPLM	1983-05-17	2004-12-31	1850	1850.2	1850.2-1	0	no	NA	30000	20000	55000	weaker	yes	moderate	moderate	moderate	low	yes	Parts of Southern Sudan	moderate	civil war	explicit	no	extensive	Ethiopia; Eritrea; Uganda	explicit	military	Israel; Saudi Arabia; Zimbabwe; Egypt; Ethiopia; Eritrea; possibly US	explicit	military	Iraq; Libya; Iran; China	no	NA	NA	0		NSA.3.3-901
NSA.3.4-907	113	645	Sudan	SUD	Faction of SPLM	1996-04-20	2001-12-31	1850	1850.2	1850.2-2	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	low	low	yes	Parts of Southern Sudan	NA	secessionist conflict	no	no	no		no	NA		explicit	military	Iraq; Libya; Iran; China	no	1	NA	1	NSA.3.4-904	NSA.3.3-907
NSA.3.4-910	113	648	Sudan	SUD	SLM/A–Unity	2007-01-01	2008-12-31	NA	NA	NA	0	no	NA	5000	5000	5000	weaker	yes	low	low	low	low	yes	Parts of Darfur	moderate	civil war	no	no	some	Chad	explicit	military	Chad	no	NA	NA	no	5	NA	1	NSA.3.4-880,NSA.3.4-883	NSA.3.3-910
NSA.3.4-913	113	808	Sudan	SUD	Forces of George Athor	2010-04-30	2011-12-31	NA	NA	NA	0	explicit link	yes	2000	2000	2000	much weaker	yes	high	low	low	low	no	NA	NA	civil war	no	no	no	no	no	NA	NA	no	NA	NA	no	NA	NA	0		NSA.3.3-913
NSA.3.4-916	113	812	Sudan	SUD	SPLM/A-North	2011-06-16	2011-12-31	NA	NA	NA	0	explicit link	yes	47000	47000	47000	weaker	yes	high	moderate	moderate	moderate	no	NA	NA	civil war	explicit	alleged	some	NA	explicit	non-military	South Sudan	no	NA	NA	no	NA	NA	0		NA
NSA.3.4-919	113	813	Sudan	SUD	SSLM/A	2011-03-25	2011-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	weaker	yes	low	moderate	moderate	moderate	yes	Parts of South Sudan	low	civil war	no	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	0		NA
NSA.3.4-922	114	540	Madagascar	MAG	Monima National Independence Movement	1971-01-01	1971-04-03	2140	2140	2140-1	0	explicit link	yes	2500	1000	6000	weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-916
NSA.3.4-925	115	541	Morocco	MOR	Military faction (forces of Mohamed Madbouh)	1971-07-10	1971-07-11	2150	2150	2150-1	0	no	NA	1400	1400	1400	weaker	yes	high	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		explicit	non-military	Libya	no	NA		no	4	1	0		NSA.3.3-919
NSA.3.4-928	116	542	Pakistan	PAK	Mukti Bahini: Liberation Force	1971-03-26	1971-12-16	2160	2160	2160-1	0	explicit link	NA	90000	30000	150000	parity	yes	moderate	high	moderate	moderate	yes	Parts of East Pakistan	high	secessionist conflict	tacit	no	some	India	explicit	troops	India	no	NA		no	4	2	0		NSA.3.3-922
NSA.3.4-931	117	256	Sri Lanka	SRI	JVP	1971-04-05	1971-06-19	2170	2170.1	2170.1-1	0	explicit link	yes	NA	NA	NA	weaker	yes	high	moderate	low	low	no	NA	NA	coup d'etat	no	no	no		no	NA		explicit	troops	India	no	4	1	0		NSA.3.3-925
NSA.3.4-934	117	256	Sri Lanka	SRI	JVP	1989-01-01	1990-12-31	2170	2170.2	2170.2-1	0	no	NA	2100	1200	3000	weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	India	no	4	1	1	NSA.3.4-931	NSA.3.3-928
NSA.3.4-937	118	148	Uganda	UGA	UPA	1987-12-03	1988-12-31	2180	2180.5	2180.5-4	0	no	NA	5000	3000	7000	weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	NA	NA	1	NSA.3.4-985	NSA.3.3-931
NSA.3.4-940	118	148	Uganda	UGA	UPA	1989-01-01	1992-12-31	2180	2180.5	2180.5-7	0	no	NA	2000	2000	2000	much weaker	yes	moderate	low	low	low	yes	Parts of Northeastern Uganda	low	civil war	no	no	no		no	NA		no	NA		no	5	NA	1	NSA.3.4-937,NSA.3.4-982	NSA.3.3-934
NSA.3.4-943	118	149	Uganda	UGA	HSM	1986-11-26	1987-12-31	2180	2180.5	2180.5-2	0	no	NA	5000	5000	5000	much weaker	yes	high	low	low	low	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-937
NSA.3.4-946	118	151	Uganda	UGA	LRA	1988-02-25	2001-08-08	2180	2180.6	2180.6-1	0	no	NA	4000	1000	6000	weaker	yes	high	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Sudan	explicit	military	Sudan	explicit	troops	DRC	major	NA	NA	0		NSA.3.3-940
NSA.3.4-949	118	151	Uganda	UGA	LRA	2001-08-09	2011-12-31	2180	2180.6	2180.6-1	0	no	NA	4000	1000	6000	weaker	yes	high	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Sudan	no	NA		explicit	troops	DRC	major	NA	NA	1	NSA.3.4-946	NSA.3.3-943
NSA.3.4-952	118	152	Uganda	UGA	WNBF	1996-05-01	1996-12-31	2180	2180.6	2180.6-2	0	no	NA	NA	NA	NA	much weaker	yes	NA	low	low	low	no	NA	NA	civil war	no	no	extensive	Sudan; DR Congo	no	NA		no	NA		major	5	NA	0		NSA.3.3-946
NSA.3.4-955	118	153	Uganda	UGA	ADF	1996-11-13	2002-12-31	2180	2180.6	2180.6-3	0	no	NA	1500	1500	1500	weaker	NA	NA	low	moderate	moderate	no	NA	NA	civil war	no	major	extensive	Sudan; DR Congo	no	NA		explicit	military	DRC	major	5	NA	0		NSA.3.3-949
NSA.3.4-958	118	153	Uganda	UGA	ADF	2007-01-01	2007-12-31	2180	2180.6	2180.6-3	0	no	NA	1500	1500	1500	weaker	NA	NA	low	moderate	moderate	no	NA	NA	civil war	no	major	extensive	Sudan; DR Congo	no	NA		explicit	military	DRC	major	5	NA	1	NSA.3.4-955	NSA.3.3-952
NSA.3.4-961	118	431	Uganda	UGA	UNRF II	1997-01-01	1997-12-31	NA	NA	NA	0	no	NA	3000	3000	3000	weaker	yes	moderate	low	low	low	no	NA	NA	civil war	no	no	extensive	Sudan	explicit	military	Sudan	explicit	military	Libya	no	5	NA	1	NSA.3.4-952	NSA.3.3-955
NSA.3.4-964	118	554	Uganda	UGA	Military faction (forces of Idi Amin)	1971-01-25	1971-01-25	2180	2180.1	2180.1-1	0	no	NA	10200	10200	11200	much stronger	yes	high	high	high	high	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	2	0		NSA.3.3-958
NSA.3.4-967	118	555	Uganda	UGA	Military faction (forces of Charles Arube)	1974-03-23	1974-12-31	2180	2180.2	2180.2-2	0	NA	NA	NA	NA	NA	much weaker	NA	NA	NA	NA	NA	no	NA	NA	coup d'etat	no	no	some	Tanzania	explicit	non-military	Tanzania	no	NA		no	5	NA	0		NSA.3.3-961
NSA.3.4-970	118	556	Uganda	UGA	UNLF	1979-04-07	1979-12-31	NA	NA	NA	0	no	NA	4500	4500	4500	weaker	yes	moderate	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Tanzania	explicit	troops	Tanzania	explicit	military	Libya, Soviet Union	minor	4	2	1	NSA.3.4-979,NSA.3.4-982,NSA.3.4-985	NSA.3.3-964
NSA.3.4-973	118	574	Uganda	UGA	UPM/NRA	1981-02-06	1986-01-29	2180	2180.4	2180.4-2	0	explicit link	yes	9000	6000	12000	weaker	yes	high	moderate	moderate	moderate	yes	Buganda	moderate	civil war	no	no	no		no	NA		no	NA		no	4	2	1	NSA.3.4-970,NSA.3.4-985	NSA.3.3-967
NSA.3.4-976	118	575	Uganda	UGA	UFM/UFDM	1982-02-23	1982-12-31	2180	2180.4	2180.4-3	0	no	NA	500	300	700	much weaker	yes	NA	low	low	low	no	NA	NA	civil war	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	5	NA	1	NSA.3.4-970	NSA.3.3-970
NSA.3.4-979	118	700	Uganda	UGA	Kikosi Maalum	1972-09-17	1972-12-31	NA	NA	NA	0	acknowledged link	no	1500	1500	1500	weaker	yes	high	low	moderate	moderate	no	NA	NA	civil war	no	no	extensive	Tanzania	explicit	troops	Tanzania	explicit	military	Libya	no	4	1	0		NSA.3.3-973
