actorid,name data,name orig,name orig full,name orig fulleng,namechange,newname,newname full mt,newname fulleng,org,conflictid,dyadid,primary party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name prev,actorid prev,split temp,name split temp,actorid split temp,alliance,name alliance,actorid alliance,join group,group name,actorid group,location,gwno loc,region
1868,Lagunya ,Lagunya ,"Langa, Guguletu and Nyanga Taxi Association","Langa, Guguletu and Nyanga Taxi Association",0,,,,3,,,,,0,,2-317,0,,0,,,0,,,0,,,0,,,South Africa,560,4
1869,Awlad Omran clan ,Awlad Omran clan ,,Awlad Omran clan ,0,,,,3,,,,,0,,2-320,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1870,Jikany Nuer,Jikany Nuer,Jikany Nuer,Jikany Nuer,0,,,,3,,,,,0,,2-323,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1871,Masalit ,Masalit ,Masalit ,Masalit ,0,,,,3,,,,,0,,2-324,0,,0,,,0,,,0,,,0,,,"Sudan, Chad","625, 483",4
1872,Salamat Baggara,Salamat Baggara,Salamat Baggara,Salamat Baggara,0,,,,3,,,,,0,,"2-326, 2-12400",1,562501,0,,,0,,,0,,,0,,,Sudan,625,4
1873,Beni Halba Baggara,Beni Halba Baggara,Beni Halba Baggara,Beni Halba Baggara,0,,,,3,,,,,0,,"2-326, 2-12388",1,562501,0,,,0,,,0,,,0,,,Sudan,625,4
1874,Fur,Fur,Fur,Fur,0,,,,3,,,,,0,,2-326,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1875,SPLM/A - AH ,SPLM/A - AH ,,Sudan People's Liberation Movement/Army -  Abd al-Aziz al-Hululi faction,0,,,,1,,,,,0,,2-327,0,,1,SPLM/A,1312,0,,,0,,,0,,,Sudan,625,4
1876,SPLM/A - WN,SPLM/A - WN,,Sudan People's Liberation Movement/Army - William Nyuon faction,0,,,,1,,,,,0,,2-328,0,,1,SPLM/A,1312,0,,,0,,,0,,,Sudan,625,4
1877,Tchokossi,Tchokossi,Tchokossi,Tchokossi,0,,,,3,,,,,0,,2-334,0,,0,,,0,,,0,,,0,,,Togo,461,4
1878,Moba,Moba,Moba,Moba,0,,,,3,,,,,0,,2-334,0,,0,,,0,,,0,,,0,,,Togo,461,4
1879,Iteso,Iteso,Iteso,Iteso,0,,,,3,,,,,0,,2-340,0,,0,,,0,,,0,,,0,,,Uganda,500,4
1880,Afor,Afor,Afor,Afor,0,,,,3,,,,,0,,2-348,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1881,Supporters of Andry Rajoelina,Supporters of Andry Rajoelina,,Supporters of Andry Rajoelina,0,,,,2,,,,,0,,2-349,0,,0,,,0,,,0,,,0,,,Madagascar (Malagasy),580,4
1882,Hizbul Islam,Hizbul Islam,Hizbul Islam,Islamic Party,0,,,,1,1-141,804,,,0,,"2-350, 2-428",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1884,Ngok Dinka,Ngok Dinka,Ngok Dinka,Ngok Dinka,0,,,,3,,,,,0,,"2-353, 2-456",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1885,Shiluk,Shiluk,Shiluk,Shiluk,0,,,,3,,,,,0,,2-353,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1886,Bari,Bari,Bari,Bari,0,,,,3,,,,,0,,2-355,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1887,Aliap Dinka ,Aliap Dinka ,Aliap Dinka ,Aliap Dinka ,0,,,,3,,,,,0,,2-357,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1888,Luac Jang Dinka,Luac Jang Dinka,Luac Jang Dinka,Luac Jang Dinka,0,,,,3,,,,,0,,"2-358, 2-492",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
1889,Awan Dinka,Awan Dinka,Awan Dinka,Awan Dinka,0,,,,3,,,,,0,,2-358,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1890,Pari,Pari,Pari,Pari,0,,,,3,,,,,0,,2-362,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1891,Arab,Arab,Arab,Arab,0,,,,3,,,,,0,,2-365,0,,0,,,0,,,0,,,0,,,Mali,432,4
1892,Kounta,Kounta,Kounta,Kounta,0,,,,3,,,,,0,,2-365,0,,0,,,0,,,0,,,0,,,Mali,432,4
1893,Atyap,Atyap,Atyap,Atyap,0,,,,3,,,,,0,,2-366,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1894,Supporters of Laurent Gbagbo,Supporters of Laurent Gbagbo,,Supporters of Laurent Gbagbo,0,,,,2,,,,,0,,2-370,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1895,Supporters of Alassane Outtara,Supporters of Alassane Outtara,,Supporters of Alassane Outtara,0,,,,2,,,,,0,,2-370,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1896,Supporters of Didier Ratsiraka,Supporters of Didier Ratsiraka,,Supporters of Didier Ratsiraka,0,,,,2,,,,,0,,2-371,0,,0,,,0,,,0,,,0,,,Madagascar (Malagasy),580,4
1897,Mauritanian,Mauritanian,Mauritanian,Mauritanian,0,,,,3,,,,,0,,2-372,0,,0,,,0,,,0,,,0,,,"Mauritania, Senegal","435, 433",4
1898,Senegalese,Senegalese,,Senegalese,0,,,,3,,,,,0,,2-372,0,,0,,,0,,,0,,,0,,,"Mauritania, Senegal","435, 433",4
1899,Christians (Nigeria),Christians (Nigeria),,Christians (Nigeria),0,,,,3,,,,,0,,2-373,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1900,Muslims (Nigeria),Muslims (Nigeria),,Muslims (Nigeria),0,,,,3,,,,,0,,2-373,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1901,Bini,Bini,Bini,Bini,0,,,,3,,,,,0,,2-374,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1902,Supporters of UNPP ,Supporters of UNPP ,,Supporters of United Nigeria People's Party,0,,,,2,,,,,0,,2-375,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1903,Kalenjin,Kalenjin,Kalenjin,Kalenjin,0,,,,3,,,,,0,,"2-100, 2-102, 2-224, 2-225",0,,0,,,0,,,0,,,0,,,Kenya,501,4
1904,Misseriya,Misseriya,Misseriya,Misseriya,0,,,,3,,,,,0,,"2-119, 2-456, 2-12400",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1905,GIA - El Khadra Battalion,GIA - El Khadra Battalion,Groupe islamique armée - El Khadra Battalion,Armed Islamic Group - Green Battalion,0,,,,1,,,,,0,,"2-164, 2-165",0,,0,,,1,GIA,1390,0,,,0,,,Algeria,615,4
1906,Geri,Geri,Geri,Geri,0,,,,3,,,,,0,,2-403,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1907,Abgal clan (Hawiye),Abgal clan (Hawiye),,Abgal clan (Hawiye),0,,,,3,,,,,0,,"2-2, 2-282, 2-439",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1908,Matheniko Karimojong,Matheniko Karimojong,Matheniko Karimojong,Matheniko Karimojong,0,,,,3,,,,,0,,"2-335, 2-336, 2-337, 2-342, 2-369, 2-412, 2-437",1,"550004, 550009, 550010",0,,,0,,,0,,,0,,,"Uganda, Kenya","500, 501",4
1909,Maasai,Maasai,Maasai,Maasai,0,,,,3,,,,,0,,"2-226, 2-227",0,,0,,,0,,,0,,,0,,,Kenya,501,4
1910,Ogoni,Ogoni,Ogoni,Ogoni,0,,,,3,,,,,0,,"2-262, 2-265, 2-249, 2-263",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1911,Tiv,Tiv,Tiv,Tiv,0,,,,3,,,,,0,,"2-259, 2-455, 2-266, 2-251, 2-261, 2-12284",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1912,Okrika,Okrika,Okrika,Okrika,0,,,,3,,,,,0,,"2-264, 2-265",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1914,Habar Gidir clan (Hawiye),Habar Gidir clan (Hawiye),,Habar Gidir clan (Hawiye),0,,,,3,,,,,0,,"2-291, 2-290",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1918,SNF ,SNF ,,Somali National Front,0,,,,1,,,,,0,,"2-299, 2-298",0,,0,,,0,,,1,SRRC,1354,0,,,Somalia,520,4
1919,Awlad al-Zuid clan,Awlad al-Zuid clan,,Awlad al-Zuid clan,0,,,,3,,,,,0,,2-320,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1920,SSUM/A ,SSUM/A ,,South Sudan United Movement/Army,0,,,,1,,,,,0,,"2-333, 2-330",0,,1,SSDF,1546,0,,,0,,,0,,,Sudan,625,4
1921,Dodoth,Dodoth,Dodoth,Dodoth,0,,,,3,,,,,0,,"2-338, 2-394, 2-339, 2-437",0,,0,,,0,,,0,,,0,,,Uganda,500,4
1922,Konso,Konso,Konso,Konso,0,,,,3,,,,,0,,"2-34, 2-45",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1923,Karimojong,Karimojong,Karimojong,Karimojong,0,,,,3,,,,,0,,"2-340, 2-341",0,,0,,,0,,,0,,,0,,,Uganda,500,4
1924,Supporters of Marc Ravalomanana,Supporters of Marc Ravalomanana,,Supporters of Marc Ravalomanana,0,,,,2,,,,,0,,"2-371, 2-349",0,,0,,,0,,,0,,,0,,,Madagascar (Malagasy),580,4
1925,Mundari,Mundari,Mundari,Mundari,0,,,,3,,,,,0,,"2-356, 2-357, 2-355",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1926,RCD - CP ,RCD - CP ,Rassemblement Congolais pour la Démocratie - Christian Pay Pay faction,Congolese Rally for Democracy - Christian Pay Pay faction,0,,,,1,,,,1926,0,,,0,,1,RCD,1270,0,,,0,,,0,,,DR Congo (Zaire),490,4
1927,MAGRIVI ,MAGRIVI ,Mutuelle des Agriculteurs du Virunga,Farmers Mutual Society of Virunga,0,,,,1,,,,1927,1,549017,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1928,Buxton gang,Buxton gang,,Buxton gang,0,,,,1,,,,1928,0,,,0,,0,,,0,,,0,,,0,,,Guyana,110,5
1929,Fedayeen Islam,Fedayeen Islam,,Partisans of Islam,0,,,,1,,,,1929,0,,,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1930,Indian Mujahideen,Indian Mujahideen,,Indian Mujahideen,0,,,,1,,,,1930,0,,,0,,0,,,0,,,0,,,0,,,India,750,3
1932,ALP,ALP,,Arakan Liberation Party,0,,,,1,1-25,795,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1933,ANLP,ANLP,,Arakan National Liberation Party ,0,,,,1,1-25,801,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1934,APLP,APLP,,Arakan People's Liberation Party ,0,,,,1,1-25,799,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1935,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,People Committed to Propagating the Prophet's Teachings and Jihad,0,,,,1,1-100,793,,1935,0,,"2-488, 2-12132",1,543202,0,,,0,,,0,,,0,,,"Nigeria, Cameroon, Chad, Mali","475, 471, 483, 432",4
1936,CPA,CPA,,Communist Party of Arakan,0,,,,1,1-25,802,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1937,CPJP,CPJP,Convention des patriotes pour la justice et la paix,Convention of Patriots for Justice and Peace ,0,,,,1,1-222,782,,,0,,2-451,0,,0,,,0,,,1,Seleka,2044,0,,,Central African Republic,482,4
1938,SALF,SALF,,Somali Abo Liberation Front,0,,,,1,1-261,796,,,0,,,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1939,SLM,SLM,,Sidama Liberation Movement,0,,,,1,1-262,791,,,0,,,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1940,Ogaden Liberation Front,Ogaden Liberation Front,,Ogaden Liberation Front,0,,,,1,1-133,792,,,0,,,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1941,Kusasi,Kusasi,Kusasi,Kusasi,0,,,,3,,,,,0,,2-103,0,,0,,,0,,,0,,,0,,,Ghana,452,4
1942,Mamprusi,Mamprusi,Mamprusi,Mamprusi,0,,,,3,,,,,0,,2-103,0,,0,,,0,,,0,,,0,,,Ghana,452,4
1943,Nyanga,Nyanga,Nyanga,Nyanga,0,,,,3,,,,,0,,2-184,1,549016,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1944,Gonja,Gonja,Gonja,Gonja,0,,,,3,,,,,0,,"2-205, 2-208",1,545201,0,,,0,,,0,,,0,,,Ghana,452,4
1945,Nawuri,Nawuri,Nawuri,Nawuri,0,,,,3,,,,,0,,2-205,1,545202,0,,,0,,,0,,,0,,,Ghana,452,4
1946,Konkomba,Konkomba,Konkomba,Konkomba,0,,,,3,,,,,0,,"2-205, 2-208",1,545202,0,,,0,,,0,,,0,,,Ghana,452,4
1947,Nanumba,Nanumba,Nanumba,Nanumba,0,,,,3,,,,,0,,2-208,1,545201,0,,,0,,,0,,,0,,,Ghana,452,4
1948,Dagomba,Dagomba,Dagomba,Dagomba,0,,,,3,,,,,0,,2-208,1,545201,0,,,0,,,0,,,0,,,Ghana,452,4
1949,Mujahid Party,Mujahid Party,,Mujahid Party,0,,,,1,1-25,800,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1950,NDFB - RD,NDFB - RD,,National Democratic Front for Bodoland -  Ranjan Daimary faction,0,,,,1,1-227,785,,1950,0,,,0,,1,NDFB,1206,0,,,0,,,0,,,India,750,3
1951,Rejectionist Front,Rejectionist Front,,Rejectionist Front,0,,,,1,1-37,780,,,0,,,0,,0,,,0,,,0,,,0,,,Israel,666,2
1952,RPF,RPF,,Rohingya Patriotic Front,0,,,,1,1-25,794,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
1953,UFR,UFR,Union des Forces de la Résistance ,Union of Forces for the Resistance,0,,,,1,1-91,783,,,0,,,0,,0,,,0,,,0,,,0,,,Chad,483,4
1954,Lashkar-e-Taiba,Lashkar-e-Taiba,Lashkar-e-Taiba,Army of Taiba,0,,,,1,,,,1954,0,,,0,,0,,,0,,,0,,,0,,,India,750,3
1955,Torma,Torma,Torma,Torma,0,,,,3,,,,,0,,2-209,0,,0,,,0,,,0,,,0,,,Guinea,438,4
1956,Torma Manian,Torma Manian,Torma Manian,Torma Manian,0,,,,3,,,,,0,,2-209,0,,0,,,0,,,0,,,0,,,Guinea,438,4
1957,Highlanders,Highlanders,,Highlanders,0,,,,3,,,,,0,,2-395,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1958,Banyarwanda,Banyarwanda,Banyarwanda,Banyarwanda,0,,,,3,,,,,0,,2-184,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1959,PUSIC,PUSIC,Parti pour l'unité et la sauvegarde de l'intégrité du Congo,Party for Unity and Safeguarding of the Integrity of Congo,0,,,,1,,,,,0,,2-396,0,,1,UPC,1960,0,,,0,,,0,,,DR Congo (Zaire),490,4
1960,UPC,UPC,Union des Patriotes Congolais,Union of Congolese Patriots,0,,,,1,,,,1960,1,549007,"2-399, 2-397, 2-398",0,,1,RCD-K-ML ,1650,0,,,0,,,0,,,DR Congo (Zaire),490,4
1961,FRPI,FRPI,Force de résistance patriotique en Ituri,Patriotic Force of Resistance in Ituri,0,,,,1,,,,1961,1,"549002, 549003, 549004",2-398,1,549003,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1962,Tishana-Me’en,Tishana-Me’en,Tishana-Me’en,Tishana-Me’en,0,,,,3,,,,,0,,2-401,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1963,Garre,Garre,Garre,Garre,0,,,,3,,,,,0,,"2-35, 2-197, 2-198, 2-220, 2-435",1,553003,0,,,0,,,0,,,0,,,"Ethiopia, Kenya","530, 501",4
1964,Hamar,Hamar,Hamar,Hamar,0,,,,3,,,,,0,,"2-441, 2-402, 2-12410",0,,0,,,0,,,0,,,0,,,"Ethiopia, Sudan","530, 625",4
1965,Makahin,Makahin,Makahin,Makahin,0,,,,3,,,,,0,,2-403,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1966,Forces of General Morgan,Forces of General Morgan,,Forces of General Morgan,0,,,,1,,,,,0,,"2-413, 2-98",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1968,Ari,Ari,Ari,Ari,0,,,,3,,,,,0,,2-408,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1969,Mursi,Mursi,Mursi,Mursi,0,,,,3,,,,,0,,2-408,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1970,Malay,Malay,Malay,Malay,0,,,,3,,,,,0,,2-410,1,585002,0,,,0,,,0,,,0,,,Indonesia,850,3
1971,Supporters of ANC,Supporters of ANC,,Supporters of Africa National Congress,0,,,,2,,,,,0,,"2-312, 2-315, 2-310",0,,0,,,0,,,0,,,0,,,South Africa,560,4
1972,Awlad Zeid,Awlad Zeid,,Awlad Zeid,0,,,,3,,,,,0,,2-321,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1973,Los Zetas,Los Zetas,Los Zetas,The Zetas,0,,,,1,,,,1973,0,,"2-417, 2-414, 2-461, 2-508",0,,1,Gulf Cartel,1643,0,,,0,,,0,,,"Mexico, Guatemala","70, 90",5
1974,Beltrán Leyva Cartel,Beltrán Leyva Cartel,Cártel de los Beltrán Leyva,Beltrán Leyva Cartel,0,,,,1,,,,,0,,"2-415, 2-11663",0,,1,Sinaloa Cartel,1636,0,,,0,,,0,,,Mexico,70,5
1975,Beltrán Leyva Cartel - Valdez Villareal faction,Beltrán Leyva Cartel - Valdez Villareal faction,Cártel de los Beltrán Leyva - Valdez Villareal faction,Beltrán Leyva Cartel - Valdez Villareal faction,0,,,,1,,,,,0,,2-415,0,,1,Beltrán Leyva Cartel,1974,0,,,0,,,0,,,Mexico,70,5
1976,Ansarallah,al-Shabab al-Mumin,al-Shabab al-Mumin,The Believing Youth,1,Ansarallah,Ansarallah,Supporters of God,1,1-33,10855,,,0,,2-416,0,,0,,,0,,,0,,,0,,,Yemen (North Yemen),678,2
1977,Atuot Dinka,Atuot Dinka,Atuot Dinka,Atuot Dinka,0,,,,3,,,,,0,,"2-427, 2-458",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1978,Ciek Dinka,Ciek Dinka,Ciek Dinka,Ciek Dinka,0,,,,3,,,,,0,,2-427,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1979,Boje,Boje,Boje,Boje,0,,,,3,,,,,0,,2-426,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1980,Nsadop,Nsadop,Nsadop,Nsadop,0,,,,3,,,,,0,,2-426,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1981,Mujahideen in the Golis Mountains,Mujahideen in the Golis Mountains,Mujahideen in the Golis Mountains,Mujahideen in the Golis Mountains,0,,,,1,,,,,0,,2-425,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1982,Rek Dinka,Rek Dinka,Rek Dinka,Rek Dinka,0,,,,3,,,,,0,,2-424,0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
1983,Qubeys subclan (Dir),Qubeys subclan (Dir),,Qubeys subclan (Dir),0,,,,3,,,,,0,,2-423,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1984,Mara 18 (Honduras),Mara 18 (Honduras),,Mara 18 (Honduras),0,,,,1,,,,,0,,2-422,0,,0,,,0,,,0,,,0,,,Honduras,91,5
1985,Forces of Momin Afridi,Forces of Momin Afridi,,Forces of Momin Afridi,0,,,,1,,,,,0,,2-419,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
1986,TTP - TA,TTP - TA,Tehrik-i-Taliban Pakistan - Tariq Afridi faction,Taleban Movement of Pakistan - Tariq Afridi faction,0,,,,1,1-209,843,,,0,,"2-419, 2-450",0,,0,,,1,TTP,1199,0,,,0,,,Pakistan,770,3
1987,TTP - MR,TTP - MR,Tehrik-i-Taliban Pakistan - Mulla Rafique faction,Taleban Movement of Pakistan - Mulla Rafique faction,0,,,,1,,,,,0,,2-420,0,,0,,,1,TTP,1199,0,,,0,,,Pakistan,770,3
1988,TTP - MT,TTP - MT,Tehrik-i-Taliban Pakistan - Mullah Toofan faction,Taleban Movement of Pakistan - Mullah Toofan faction,0,,,,1,,,,,0,,2-420,0,,0,,,1,TTP,1199,0,,,0,,,Pakistan,770,3
1989,Laskar Jihad,Laskar Jihad,Laskar Jihad,Warriors of Jihad,0,,,,1,,,,1989,0,,,0,,0,,,0,,,0,,,0,,,Indonesia,850,3
1990,SNM - 'Calan cas' ,SNM - 'Calan cas' ,Somali National Movement - 'Red flag' faction ,Somali National Movement - 'Calan cas' faction,0,,,,1,,,,,0,,2-294,0,,1,SNM,1350,0,,,0,,,0,,,Somalia,520,4
1991,Somali (Kenya),Somali (Kenya),Somali (Kenya),Somali (Kenya),0,,,,3,,,,,0,,2-411,0,,0,,,0,,,0,,,0,,,Kenya,501,4
1992,DKBA 5,DKBA 5,,Democratic Karen Buddhist Army Brigade 5,0,,,,1,1-23,805,,,0,,,0,,1,DKBA,1646,0,,,0,,,0,,,Myanmar (Burma),775,3
1993,SSDM/A,SSDM/A,,South Sudan Defence Movement/Army,0,,,,1,"1-113, 1-270","808, 818",,,0,,,0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
1994,Guéré,Guéré,Guéré,Guere,0,,,,3,,,,,0,,"2-444, 2-433, 2-434, 2-432",0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1995,Burkinabé,Burkinabé,Burkinabé,Burkinabe,0,,,,3,,,,,0,,2-432,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1996,Senufo,Senufo,Senufo,Senufo,0,,,,3,,,,,0,,2-434,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1997,PFNR,PFNR,Front populaire pour la renaissance nationale,Popular Front for National Renaissance,0,,,,1,1-91,807,,,0,,,0,,1,UFR,1953,0,,,0,,,0,,,Chad,483,4
1998,Military faction (forces of Samuel Toranzo Calderón),Military faction (forces of Samuel Toranzo Calderón),,Military faction (forces of Samuel Toranzo Calderón),0,,,,1,1-50,810,,,0,,,0,,0,,,0,,,0,,,0,,,Argentina,160,5
1999,Mayi Mayi Complet,Mayi Mayi Complet,,Mayi Mayi Complet,0,,,,1,,,,1999,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
2000,IGLF,IGLF,,Issa and Gurgura Liberation Front,0,,,,1,1-268,811,,,0,,,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
2001,LDF,LDF,,Lofa Defence Force,0,,,,1,,,,2001,0,,,0,,0,,,0,,,0,,,0,,,Liberia,450,4
2002,IFP,IFP,,Inkatha Freedom Party,0,,,,1,,,,2002,0,,,0,,0,,,0,,,0,,,0,,,South Africa,560,4
2003,Oleh,Oleh,,Oleh,0,,,,3,,,,,0,,2-438,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
2004,Olmoro,Olmoro,,Olmoro,0,,,,3,,,,,0,,2-438,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
2005,Forces of Yussuf Hajji Nur,Forces of Yussuf Hajji Nur,,Forces of Yussuf Hajji Nur,0,,,,1,,,,,0,,2-440,0,,0,,,0,,,0,,,0,,,Somalia,520,4
2006,Saleban-Abdalla subclan of Majerteen clan (Darod),Saleban-Abdalla subclan of Majerteen clan (Darod),,Saleban-Abdalla subclan of Majerteen clan (Darod),0,,,,3,,,,,0,,2-147,0,,0,,,0,,,0,,,0,,,Somalia,520,4
2007,SSPP,SSPP,,Shan State Progress Party,0,,,,1,1-67,826,,,0,,,0,,0,,,0,,,0,,,0,,,Myanmar (Burma),775,3
2008,SPLM/A-North,SPLM/A-North,,Sudan People's Liberation Movement-North,0,,,,1,1-113,812,,,0,,,0,,1,SPLM/A,1312,0,,,1,SRF,2047,0,,,Sudan,625,4
2009,SSLM/A,SSLM/A,,South Sudan Liberation Movement/ Army,0,,,,1,"1-113, 1-270","813, 819",,,0,,,0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
2010,FDSI-CI,FDSI-CI,Forces de Défense et de Sécurité Impartiales de Côte d`Ivoire,Impartial Defense and Security Forces - Ivory Coast,0,,,,1,1-225,820,,,0,,,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
2011,NTC,NTC,,National Transitional Council,0,,,,1,1-271,823,,,0,,,0,,0,,,0,,,0,,,0,,,Libya,620,4
2012,Forces of Muammar Gaddafi,Forces of Muammar Gaddafi,,Forces of Muammar Gaddafi,0,,,,1,1-271,825,,,0,,,0,,0,,,0,,,0,,,0,,,Libya,620,4
2013,ALiR,ALiR,Armée pour la Libération du Rwanda,Army for the Liberation of Rwanda ,0,,,,1,1-179,128,,2013,0,,"2-170, 2-181, 2-189, 2-484",1,"549013, 549024",0,,,0,,,0,,,1,FDLR,1380,"DR Congo (Zaire), Rwanda, Burundi, Uganda","490, 517, 516, 500",4
2014,Republic of South Sudan,Republic of South Sudan,,Republic of South Sudan,0,,,,1,1-269,815,,,0,,,0,,0,,,0,,,0,,,0,,,Sudan,625,4
2015,FSA,FSA,,Free Syrian Army,0,,,,1,,,,,0,,"2-499, 2-13770, 2-13771, 2-13772, 2-13769, 2-13794",1,"565202, 565280, 565282",0,,,0,,,0,,,0,,,Syria,652,2
2016,AJPSN,AJPSN,Alliance des Jeunes Patriotes pour le sursaut national,"Alliance of Young Patriots for national revival
 ",0,,,,1,,,,2016,0,,,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
2017,Copts (Egypt),Copts (Egypt),,Copts (Egypt),0,,,,3,,,,,0,,2-442,0,,0,,,0,,,0,,,0,,,Egypt,651,2
2018,Muslims (Egypt),Muslims (Egypt),,Muslims (Egypt),0,,,,3,,,,,0,,2-442,0,,0,,,0,,,0,,,0,,,Egypt,651,2
2019,Ezilo,Ezilo,Ezilo,Ezilo,0,,,,3,,,,,0,,2-454,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
2020,Ezza,Ezza,Ezza,Ezza,0,,,,3,,,,,0,,2-454,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
2021,FDC,FDC,Front de la défense du Congo,Defence Front of the Congo,0,,,,1,,,,,0,,"2-445, 2-14041",0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
2022,Gony Dinka,Gony Dinka,Gony Dinka,Gony Dinka,0,,,,3,,,,,0,,2-457,0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
2023,Thiyic Dinka,Thiyic Dinka,Thiyic Dinka,Thiyic Dinka,0,,,,3,,,,,0,,2-457,0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
2024,Malinké,Malinké,Malinké,Malinké,0,,,,3,,,,,0,,"2-448, 2-444",0,,0,,,0,,,0,,,0,,,"Ivory Coast, Guinea","437, 438",4
2025,Sayawa,Sayawa,Sayawa,Sayawa,0,,,,3,,,,,0,,2-453,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
2026,Kpelle,Kpelle,Kpelle,Kpelle,0,,,,3,,,,,0,,"2-448, 2-10247",0,,0,,,0,,,0,,,0,,,Guinea,438,4
2027,Lashkar of Zakakhel tribe,Lashkar of Zakakhel tribe,Lashkar of Zakakhel tribe,Army of Zakakhel tribe,0,,,,1,,,,,0,,2-449,0,,0,,,0,,,0,,,0,,,Pakistan,770,3
